Day of Week,Date,Hour ending,Hourly volume Southbound,HCV % Southbound,Hourly volume Northbound,HCV % Northbound,Total volume,Total % HCV
Sat, Apr 9 2011,0700,129,10.9,89,18,218,13.8
Sat, Apr 9 2011,0800,233,10.3,161,8.7,394,9.6
Sat, Apr 9 2011,0900,469,8.3,255,5.9,724,7.5
Sat, Apr 9 2011,1000,635,8,407,7.4,1042,7.8
Sat, Apr 9 2011,1100,893,3.7,548,3.6,1441,3.7
Sat, Apr 9 2011,1200,960,4.7,631,3.5,1591,4.2
Sat, Apr 9 2011,1300,1005,3.6,779,2.4,1784,3.1
Sat, Apr 9 2011,1400,1059,2.5,943,3,2002,2.7
Sat, Apr 9 2011,1500,1016,2.2,1124,2.3,2140,2.2
Sat, Apr 9 2011,1600,942,2.7,1089,2.3,2031,2.5
Sat, Apr 9 2011,1700,912,2.5,1012,1.6,1924,2
Sat, Apr 9 2011,1800,773,3.5,1011,2.6,1784,3
Sat, Apr 9 2011,1900,827,3,1112,1.8,1939,2.3
Sat, Apr 9 2011,2000,697,3.4,998,2.3,1695,2.8
Sat, Apr 9 2011,2100,580,2.4,733,3,1313,2.7
Sat, Apr 9 2011,2200,460,2.6,615,1.6,1075,2
Sat, Apr 9 2011,2300,327,2.1,460,1.3,787,1.7
Sat, Apr 9 2011,2400,219,0.9,312,2.2,531,1.7
Sun, Apr 10 2011,0100,142,2.8,293,0.3,435,1.1
Sun, Apr 10 2011,0200,121,5.8,268,2.2,389,3.3
Sun, Apr 10 2011,0300,72,9.7,152,2,224,4.5
Sun, Apr 10 2011,0400,61,9.8,106,0.9,167,4.2
Sun, Apr 10 2011,0500,34,2.9,70,1.4,104,1.9
Sun, Apr 10 2011,0600,32,0,77,7.8,109,5.5
Sun, Apr 10 2011,0700,82,3.7,92,1.1,174,2.3
Sun, Apr 10 2011,0800,122,3.3,123,5.7,245,4.5
Sun, Apr 10 2011,0900,257,4.3,193,3.6,450,4
Sun, Apr 10 2011,1000,246,4.1,279,1.8,525,2.9
Sun, Apr 10 2011,1100,457,2.8,373,2.9,830,2.9
Sun, Apr 10 2011,1200,726,1.7,564,2.5,1290,2
Sun, Apr 10 2011,1300,1220,1.2,798,1.3,2018,1.2
Sun, Apr 10 2011,1400,1221,1.5,1128,1.3,2349,1.4
Sun, Apr 10 2011,1500,1257,1.4,1202,1.2,2459,1.3
Sun, Apr 10 2011,1600,1121,1.5,1216,1,2337,1.2
Sun, Apr 10 2011,1700,936,2.8,1194,0.9,2130,1.7
Sun, Apr 10 2011,1800,874,2.9,1102,0.7,1976,1.7
Sun, Apr 10 2011,1900,1038,3.7,1123,1.9,2161,2.7
Sun, Apr 10 2011,2000,1016,3.4,1054,1.5,2070,2.5
Sun, Apr 10 2011,2100,959,2.2,750,1.5,1709,1.9
Sun, Apr 10 2011,2200,677,1.8,629,1.6,1306,1.7
Sun, Apr 10 2011,2300,503,1.8,391,2.6,894,2.1
Sun, Apr 10 2011,2400,302,3.3,286,3.5,588,3.4
Mon, Apr 11 2011,0100,121,3.3,192,2.1,313,2.6
Mon, Apr 11 2011,0200,73,9.6,215,3.3,288,4.9
Mon, Apr 11 2011,0300,35,11.4,66,9.1,101,9.9
Mon, Apr 11 2011,0400,24,16.7,51,9.8,75,12
Mon, Apr 11 2011,0500,35,20,26,11.5,61,16.4
Mon, Apr 11 2011,0600,114,10.5,42,14.3,156,11.5
Mon, Apr 11 2011,0700,268,13.1,89,9,357,12
Mon, Apr 11 2011,0800,815,6.9,231,13.4,1046,8.3
Mon, Apr 11 2011,0900,2017,5.9,532,7.7,2549,6.2
Mon, Apr 11 2011,1000,2393,4,847,8.3,3240,5.1
Mon, Apr 11 2011,1100,1521,6.2,723,8.4,2244,6.9
Mon, Apr 11 2011,1200,929,8.1,675,9.5,1604,8.7
Mon, Apr 11 2011,1300,809,11.1,697,11,1506,11.1
Mon, Apr 11 2011,1400,824,8.7,745,11,1569,9.8
Mon, Apr 11 2011,1500,825,8.4,825,8.1,1650,8.2
Mon, Apr 11 2011,1600,810,9.4,894,7.5,1704,8.4
Mon, Apr 11 2011,1700,713,12.6,1125,6,1838,8.5
Mon, Apr 11 2011,1800,802,10,1651,3,2453,5.3
Mon, Apr 11 2011,1900,865,5.7,2169,3,3034,3.7
Mon, Apr 11 2011,2000,756,6.6,1599,2.4,2355,3.7
Mon, Apr 11 2011,2100,545,5.9,874,2.4,1419,3.7
Mon, Apr 11 2011,2200,337,4.7,662,2.1,999,3
Mon, Apr 11 2011,2300,296,5.7,536,3,832,4
Mon, Apr 11 2011,2400,206,4.9,404,2.5,610,3.3
Tue, Apr 12 2011,0100,120,13.3,189,3.2,309,7.1
Tue, Apr 12 2011,0200,61,14.8,104,6.7,165,9.7
Tue, Apr 12 2011,0300,30,20,72,11.1,102,13.7
Tue, Apr 12 2011,0400,15,6.7,40,12.5,55,10.9
Tue, Apr 12 2011,0500,36,13.9,29,17.2,65,15.4
Tue, Apr 12 2011,0600,88,12.5,45,4.4,133,9.8
Tue, Apr 12 2011,0700,245,11,86,27.9,331,15.4
Tue, Apr 12 2011,0800,845,9.1,180,18.3,1025,10.7
Tue, Apr 12 2011,0900,1985,6.2,529,9.8,2514,7
Tue, Apr 12 2011,1000,2464,3.7,847,8.5,3311,5
Tue, Apr 12 2011,1100,1488,5.5,698,8.9,2186,6.6
Tue, Apr 12 2011,1200,1054,7.9,599,14,1653,10.1
Tue, Apr 12 2011,1300,823,9.6,654,10.2,1477,9.9
Tue, Apr 12 2011,1400,809,9.4,777,8.9,1586,9.1
Tue, Apr 12 2011,1500,847,10.6,966,7.1,1813,8.8
Tue, Apr 12 2011,1600,705,12.2,1005,6.4,1710,8.8
Tue, Apr 12 2011,1700,730,10.3,1116,6.7,1846,8.1
Tue, Apr 12 2011,1800,790,9.5,1780,3.4,2570,5.3
Tue, Apr 12 2011,1900,872,6.7,2124,3.2,2996,4.2
Tue, Apr 12 2011,2000,782,6.9,1740,3.1,2522,4.3
Tue, Apr 12 2011,2100,581,4.8,977,3,1558,3.7
Tue, Apr 12 2011,2200,329,8.5,700,3.1,1029,4.9
Tue, Apr 12 2011,2300,259,6.2,544,1.8,803,3.2
Tue, Apr 12 2011,2400,242,5.8,428,2.8,670,3.9
Wed, Apr 13 2011,0100,119,5.9,198,2,317,3.5
Wed, Apr 13 2011,0200,55,14.5,109,2.8,164,6.7
Wed, Apr 13 2011,0300,32,15.6,63,9.5,95,11.6
Wed, Apr 13 2011,0400,20,20,38,10.5,58,13.8
Wed, Apr 13 2011,0500,34,11.8,31,19.4,65,15.4
Wed, Apr 13 2011,0600,95,17.9,44,18.2,139,18
Wed, Apr 13 2011,0700,259,11.6,74,21.6,333,13.8
Wed, Apr 13 2011,0800,854,8.1,216,13.4,1070,9.2
Wed, Apr 13 2011,0900,2077,6,543,13.6,2620,7.6
Wed, Apr 13 2011,1000,2373,3.8,822,6.7,3195,4.5
Wed, Apr 13 2011,1100,1499,6.1,764,9.3,2263,7.2
Wed, Apr 13 2011,1200,995,7.5,621,13.2,1616,9.7
Wed, Apr 13 2011,1300,895,9.4,724,11.9,1619,10.5
Wed, Apr 13 2011,1400,865,11.1,829,10,1694,10.6
Wed, Apr 13 2011,1500,816,10.8,952,6.7,1768,8.6
Wed, Apr 13 2011,1600,734,13.2,1028,6.7,1762,9.4
Wed, Apr 13 2011,1700,735,11.8,1166,5.5,1901,7.9
Wed, Apr 13 2011,1800,834,9.4,1664,4.3,2498,6
Wed, Apr 13 2011,1900,954,6.9,2187,2.9,3141,4.1
Wed, Apr 13 2011,2000,859,5.8,1758,2.7,2617,3.7
Wed, Apr 13 2011,2100,630,4.9,1000,1.5,1630,2.8
Wed, Apr 13 2011,2200,390,4.4,769,2.9,1159,3.4
Wed, Apr 13 2011,2300,293,4.8,657,1.2,950,2.3
Wed, Apr 13 2011,2400,217,6.5,438,1.6,655,3.2
Thu, Apr 14 2011,0100,128,7.8,250,3.2,378,4.8
Thu, Apr 14 2011,0200,84,10.7,117,4.3,201,7
Thu, Apr 14 2011,0300,41,19.5,68,1.5,109,8.3
Thu, Apr 14 2011,0400,33,15.2,40,17.5,73,16.4
Thu, Apr 14 2011,0500,38,23.7,33,24.2,71,23.9
Thu, Apr 14 2011,0600,76,11.8,67,20.9,143,16.1
Thu, Apr 14 2011,0700,237,14.3,76,23.7,313,16.6
Thu, Apr 14 2011,0800,805,7.8,251,13.9,1056,9.3
Thu, Apr 14 2011,0900,2014,6.1,561,12.5,2575,7.5
Thu, Apr 14 2011,1000,2361,4.2,873,9.3,3234,5.6
Thu, Apr 14 2011,1100,1558,5.3,744,10.1,2302,6.8
Thu, Apr 14 2011,1200,987,7.8,649,10.8,1636,9
Thu, Apr 14 2011,1300,874,10.1,726,12.1,1600,11
Thu, Apr 14 2011,1400,812,10.2,789,8.2,1601,9.2
Thu, Apr 14 2011,1500,841,10.8,939,7.6,1780,9.1
Thu, Apr 14 2011,1600,733,9,1071,6.6,1804,7.6
Thu, Apr 14 2011,1700,784,10.6,1164,5.8,1948,7.8
Thu, Apr 14 2011,1800,868,8.4,1636,4.3,2504,5.7
Thu, Apr 14 2011,1900,1056,6.2,2138,2.2,3194,3.5
Thu, Apr 14 2011,2000,917,3.9,1857,2.4,2774,2.9
Thu, Apr 14 2011,2100,714,3.5,1133,2.7,1847,3
Thu, Apr 14 2011,2200,444,6.1,915,2.1,1359,3.4
Thu, Apr 14 2011,2300,372,5.6,738,1.2,1110,2.7
Thu, Apr 14 2011,2400,217,3.7,490,1,707,1.8
Fri, Apr 15 2011,0100,135,7.4,284,3.5,419,4.8
Fri, Apr 15 2011,0200,56,14.3,162,1.9,218,5
Fri, Apr 15 2011,0300,41,12.2,89,5.6,130,7.7
Fri, Apr 15 2011,0400,33,12.1,43,9.3,76,10.5
Fri, Apr 15 2011,0500,63,14.3,70,20,133,17.3
Fri, Apr 15 2011,0600,91,18.7,74,8.1,165,13.9
Fri, Apr 15 2011,0700,238,16,84,25,322,18.3
Fri, Apr 15 2011,0800,740,9.7,238,14.3,978,10.8
Fri, Apr 15 2011,0900,1914,6.4,520,12.3,2434,7.6
Fri, Apr 15 2011,1000,2227,4.3,855,9.2,3082,5.6
Fri, Apr 15 2011,1100,1452,7.1,664,10.7,2116,8.2
Fri, Apr 15 2011,1200,947,8.3,652,12.9,1599,10.2
Fri, Apr 15 2011,1300,844,11.4,823,10.8,1667,11.1
Fri, Apr 15 2011,1400,996,9.6,943,9,1939,9.3
Fri, Apr 15 2011,1500,941,9.2,1092,6.3,2033,7.7
Fri, Apr 15 2011,1600,869,8.6,1303,5.9,2172,7
Fri, Apr 15 2011,1700,906,8.7,1482,4.4,2388,6
Fri, Apr 15 2011,1800,912,7.5,1845,3.8,2757,5
Fri, Apr 15 2011,1900,1025,5.7,2141,3,3166,3.9
Fri, Apr 15 2011,2000,912,4.5,1679,2.7,2591,3.4
Fri, Apr 15 2011,2100,665,4.5,1127,4.2,1792,4.3
Fri, Apr 15 2011,2200,576,5,866,1.7,1442,3.1
Fri, Apr 15 2011,2300,346,5.5,719,2.6,1065,3.6
Fri, Apr 15 2011,2400,265,4.9,500,1.4,765,2.6
Sat, Apr 16 2011,0100,140,4.3,388,4.4,528,4.4
Sat, Apr 16 2011,0200,107,9.3,217,3.2,324,5.2
Sat, Apr 16 2011,0300,70,14.3,137,5.1,207,8.2
Sat, Apr 16 2011,0400,50,10,88,5.7,138,7.2
Sat, Apr 16 2011,0500,41,12.2,66,1.5,107,5.6
Sat, Apr 16 2011,0600,78,9,98,12.2,176,10.8
Sat, Apr 16 2011,0700,132,13.6,97,13.4,229,13.5
Sat, Apr 16 2011,0800,252,9.9,172,15.7,424,12.3
Sat, Apr 16 2011,0900,482,10.2,293,9.9,775,10.1
Sat, Apr 16 2011,1000,694,7.2,401,3.7,1095,5.9
Sat, Apr 16 2011,1100,862,4.1,577,4,1439,4
Sat, Apr 16 2011,1200,950,4.5,618,3.9,1568,4.3
Sat, Apr 16 2011,1300,1096,3.7,807,3.3,1903,3.6
Sat, Apr 16 2011,1400,1112,3.9,976,3.3,2088,3.6
Sat, Apr 16 2011,1500,1068,3.4,1090,1.8,2158,2.6
Sat, Apr 16 2011,1600,992,3,1045,3.1,2037,3
Sat, Apr 16 2011,1700,820,3.5,1129,2.2,1949,2.8
Sat, Apr 16 2011,1800,927,4.1,1134,2,2061,3
Sat, Apr 16 2011,1900,1220,2.5,1116,2.1,2336,2.3
Sat, Apr 16 2011,2000,807,1.9,1128,2,1935,1.9
Sat, Apr 16 2011,2100,629,2.1,801,2.5,1430,2.3
Sat, Apr 16 2011,2200,477,2.5,685,1.5,1162,1.9
Sat, Apr 16 2011,2300,373,2.9,855,1.4,1228,1.9
Sat, Apr 16 2011,2400,227,3.1,425,2.6,652,2.8
Sun, Apr 17 2011,0100,163,2.5,304,0.7,467,1.3
Sun, Apr 17 2011,0200,125,2.4,200,3,325,2.8
Sun, Apr 17 2011,0300,82,12.2,160,3.8,242,6.6
Sun, Apr 17 2011,0400,78,9,114,1.8,192,4.7
Sun, Apr 17 2011,0500,41,7.3,74,8.1,115,7.8
Sun, Apr 17 2011,0600,63,1.6,92,5.4,155,3.9
Sun, Apr 17 2011,0700,82,6.1,78,3.8,160,5
Sun, Apr 17 2011,0800,125,4,127,7.1,252,5.6
Sun, Apr 17 2011,0900,252,4.8,172,4.1,424,4.5
Sun, Apr 17 2011,1000,224,4.9,337,3.3,561,3.9
Sun, Apr 17 2011,1100,401,4,364,4.7,765,4.3
Sun, Apr 17 2011,1200,731,2.2,511,4.3,1242,3.1
Sun, Apr 17 2011,1300,993,1.5,738,2.7,1731,2
Sun, Apr 17 2011,1400,1216,1.6,1023,2.1,2239,1.8
Sun, Apr 17 2011,1500,1283,1.4,1175,1.6,2458,1.5
Sun, Apr 17 2011,1600,1183,1.4,1195,0.9,2378,1.1
Sun, Apr 17 2011,1700,1087,2,1023,0.8,2110,1.4
Sun, Apr 17 2011,1800,1029,2.2,1025,1,2054,1.6
Sun, Apr 17 2011,1900,851,4.7,989,1.2,1840,2.8
Sun, Apr 17 2011,2000,909,3.3,1039,2,1948,2.6
Sun, Apr 17 2011,2100,777,4.8,760,2.2,1537,3.5
Sun, Apr 17 2011,2200,645,3.1,608,2.5,1253,2.8
Sun, Apr 17 2011,2300,541,2.6,395,2.5,936,2.6
Sun, Apr 17 2011,2400,295,3.1,284,3.2,579,3.1
Mon, Apr 18 2011,0100,137,5.1,222,0.9,359,2.5
Mon, Apr 18 2011,0200,65,6.2,115,6.1,180,6.1
Mon, Apr 18 2011,0300,28,14.3,61,6.6,89,9
Mon, Apr 18 2011,0400,20,35,50,12,70,18.6
Mon, Apr 18 2011,0500,42,14.3,37,18.9,79,16.5
Mon, Apr 18 2011,0600,97,13.4,43,11.6,140,12.9
Mon, Apr 18 2011,0700,229,13.5,93,14,322,13.7
Mon, Apr 18 2011,0800,795,6.7,239,14.2,1034,8.4
Mon, Apr 18 2011,0900,1903,5.9,524,10.1,2427,6.8
Mon, Apr 18 2011,1000,2166,4.7,824,6.9,2990,5.3
Mon, Apr 18 2011,1100,1307,5.4,642,10.1,1949,7
Mon, Apr 18 2011,1200,1054,8.9,542,13.3,1596,10.4
Mon, Apr 18 2011,1300,998,10.6,732,13.5,1730,11.8
Mon, Apr 18 2011,1400,848,10.1,777,10.2,1625,10.2
Mon, Apr 18 2011,1500,906,8.1,880,8.5,1786,8.3
Mon, Apr 18 2011,1600,822,10.1,985,7.6,1807,8.7
Mon, Apr 18 2011,1700,742,11.1,1108,6,1850,8
Mon, Apr 18 2011,1800,806,8.8,1718,3.8,2524,5.4
Mon, Apr 18 2011,1900,877,7.2,2186,2.7,3063,4
Mon, Apr 18 2011,2000,771,6.2,1730,2.1,2501,3.4
Mon, Apr 18 2011,2100,602,6.1,897,2.2,1499,3.8
Mon, Apr 18 2011,2200,372,8.3,698,2.6,1070,4.6
Mon, Apr 18 2011,2300,326,3.4,476,3.4,802,3.4
Mon, Apr 18 2011,2400,210,9,367,1.1,577,4
Tue, Apr 19 2011,0100,109,9.2,223,0.9,332,3.6
Tue, Apr 19 2011,0200,54,22.2,109,5.5,163,11
Tue, Apr 19 2011,0300,37,21.6,74,9.5,111,13.5
Tue, Apr 19 2011,0400,23,34.8,38,15.8,61,23
Tue, Apr 19 2011,0500,37,27,29,24.1,66,25.8
Tue, Apr 19 2011,0600,87,16.1,63,15.9,150,16
Tue, Apr 19 2011,0700,236,16.9,77,19.5,313,17.6
Tue, Apr 19 2011,0800,827,8.7,190,16.3,1017,10.1
Tue, Apr 19 2011,0900,2007,6.3,509,10.6,2516,7.2
Tue, Apr 19 2011,1000,2138,4.5,782,8.6,2920,5.6
Tue, Apr 19 2011,1100,1332,5,663,9.7,1995,6.6
Tue, Apr 19 2011,1200,1066,8.8,614,11.6,1680,9.8
Tue, Apr 19 2011,1300,850,9.6,756,9.5,1606,9.6
Tue, Apr 19 2011,1400,914,9.1,825,8.5,1739,8.8
Tue, Apr 19 2011,1500,910,9.9,932,9.2,1842,9.6
Tue, Apr 19 2011,1600,742,8.9,970,5.9,1712,7.2
Tue, Apr 19 2011,1700,762,10,1239,5.3,2001,7.1
Tue, Apr 19 2011,1800,821,9.1,1644,4.3,2465,5.9
Tue, Apr 19 2011,1900,890,6.4,2209,2.9,3099,3.9
Tue, Apr 19 2011,2000,789,6.8,1749,2.9,2538,4.1
Tue, Apr 19 2011,2100,587,6.8,1052,2.5,1639,4
Tue, Apr 19 2011,2200,388,4.1,724,2.8,1112,3.2
Tue, Apr 19 2011,2300,308,5.2,559,2.3,867,3.3
Tue, Apr 19 2011,2400,250,5.6,425,2.4,675,3.6
Wed, Apr 20 2011,0100,95,3.2,219,2.7,314,2.9
Wed, Apr 20 2011,0200,52,23.1,122,3.3,174,9.2
Wed, Apr 20 2011,0300,42,21.4,62,8.1,104,13.5
Wed, Apr 20 2011,0400,24,12.5,43,20.9,67,17.9
Wed, Apr 20 2011,0500,39,15.4,37,24.3,76,19.7
Wed, Apr 20 2011,0600,91,14.3,39,17.9,130,15.4
Wed, Apr 20 2011,0700,236,14.8,84,14.3,320,14.7
Wed, Apr 20 2011,0800,809,11.5,206,16.5,1015,12.5
Wed, Apr 20 2011,0900,1995,6.1,531,12.8,2526,7.5
Wed, Apr 20 2011,1000,2194,4.7,805,12.5,2999,6.8
Wed, Apr 20 2011,1100,1399,6.1,688,10.9,2087,7.7
Wed, Apr 20 2011,1200,1086,7.2,592,11.1,1678,8.6
Wed, Apr 20 2011,1300,940,9.7,709,10,1649,9.8
Wed, Apr 20 2011,1400,929,9.6,819,9.4,1748,9.5
Wed, Apr 20 2011,1500,895,9.6,975,7.7,1870,8.6
Wed, Apr 20 2011,1600,829,10.6,1076,6.4,1905,8.2
Wed, Apr 20 2011,1700,808,11.4,1189,6.4,1997,8.4
Wed, Apr 20 2011,1800,764,9,1661,4.2,2425,5.7
Wed, Apr 20 2011,1900,928,6.1,2074,3.2,3002,4.1
Wed, Apr 20 2011,2000,878,5.4,1810,3.6,2688,4.2
Wed, Apr 20 2011,2100,620,4.7,1095,3.7,1715,4
Wed, Apr 20 2011,2200,411,8.5,821,2.7,1232,4.6
Wed, Apr 20 2011,2300,374,4,644,1.6,1018,2.5
Wed, Apr 20 2011,2400,240,5,452,2.4,692,3.3
Thu, Apr 21 2011,0100,140,9.3,289,4.5,429,6.1
Thu, Apr 21 2011,0200,50,10,147,3.4,197,5.1
Thu, Apr 21 2011,0300,25,24,80,10,105,13.3
Thu, Apr 21 2011,0400,21,9.5,56,16.1,77,14.3
Thu, Apr 21 2011,0500,39,20.5,41,22,80,21.2
Thu, Apr 21 2011,0600,89,12.4,61,14.8,150,13.3
Thu, Apr 21 2011,0700,222,19.8,90,22.2,312,20.5
Thu, Apr 21 2011,0800,742,9.6,210,21.4,952,12.2
Thu, Apr 21 2011,0900,1852,5.9,548,13.1,2400,7.6
Thu, Apr 21 2011,1000,2180,5.5,713,11.5,2893,6.9
Thu, Apr 21 2011,1100,1297,6.4,643,8.9,1940,7.2
Thu, Apr 21 2011,1200,1056,8,643,11.2,1699,9.2
Thu, Apr 21 2011,1300,1103,9.4,805,9.7,1908,9.5
Thu, Apr 21 2011,1400,1039,10,872,8.8,1911,9.5
Thu, Apr 21 2011,1500,964,8.4,1005,6.6,1969,7.5
Thu, Apr 21 2011,1600,867,8.2,1150,6,2017,6.9
Thu, Apr 21 2011,1700,861,8.7,1355,6.1,2216,7.1
Thu, Apr 21 2011,1800,904,8.5,1809,4.1,2713,5.6
Thu, Apr 21 2011,1900,934,8.1,2203,3.1,3137,4.6
Thu, Apr 21 2011,2000,931,6.6,1796,2.6,2727,3.9
Thu, Apr 21 2011,2100,711,4.1,1189,2.8,1900,3.3
Thu, Apr 21 2011,2200,488,4.9,936,2.9,1424,3.6
Thu, Apr 21 2011,2300,350,5.7,774,1.4,1124,2.8
Thu, Apr 21 2011,2400,211,4.7,488,2.5,699,3.1
Fri, Apr 22 2011,0100,138,3.6,338,3,476,3.2
Fri, Apr 22 2011,0200,90,20,194,2.6,284,8.1
Fri, Apr 22 2011,0300,39,15.4,134,5.2,173,7.5
Fri, Apr 22 2011,0400,37,16.2,93,7.5,130,10
Fri, Apr 22 2011,0500,53,20.8,52,9.6,105,15.2
Fri, Apr 22 2011,0600,92,14.1,53,26.4,145,18.6
Fri, Apr 22 2011,0700,200,18.5,82,13.4,282,17
Fri, Apr 22 2011,0800,427,11.9,204,22.5,631,15.4
Fri, Apr 22 2011,0900,873,7.9,360,13.9,1233,9.7
Fri, Apr 22 2011,1000,892,6.7,522,12.5,1414,8.8
Fri, Apr 22 2011,1100,850,7.8,580,9.7,1430,8.5
Fri, Apr 22 2011,1200,881,7.9,704,7.2,1585,7.6
Fri, Apr 22 2011,1300,965,7.7,824,7.8,1789,7.7
Fri, Apr 22 2011,1400,984,8.1,1081,6.1,2065,7.1
Fri, Apr 22 2011,1500,926,6.4,1232,6.7,2158,6.5
Fri, Apr 22 2011,1600,892,5.3,1190,2.2,2082,3.5
Fri, Apr 22 2011,1700,843,5.7,1320,4.5,2163,4.9
Fri, Apr 22 2011,1800,815,7.2,1332,3.3,2147,4.8
Fri, Apr 22 2011,1900,778,5,1276,3.1,2054,3.8
Fri, Apr 22 2011,2000,639,4.7,1075,2.6,1714,3.4
Fri, Apr 22 2011,2100,555,4.3,776,2.6,1331,3.3
Fri, Apr 22 2011,2200,426,3.1,696,2,1122,2.4
Fri, Apr 22 2011,2300,314,4.1,532,1.9,846,2.7
Fri, Apr 22 2011,2400,175,3.4,313,0.6,488,1.6
Sat, Apr 23 2011,0100,96,2.1,258,5,354,4.2
Sat, Apr 23 2011,0200,72,13.9,146,2.1,218,6
Sat, Apr 23 2011,0300,47,12.8,90,5.6,137,8
Sat, Apr 23 2011,0400,26,23.1,41,7.3,67,13.4
Sat, Apr 23 2011,0500,34,11.8,32,15.6,66,13.6
Sat, Apr 23 2011,0600,58,12.1,50,18,108,14.8
Sat, Apr 23 2011,0700,120,10.8,46,15.2,166,12
Sat, Apr 23 2011,0800,194,7.7,139,10.8,333,9
Sat, Apr 23 2011,0900,357,7.6,202,10.9,559,8.8
Sat, Apr 23 2011,1000,505,5.1,309,4.5,814,4.9
Sat, Apr 23 2011,1100,723,4.7,385,7.5,1108,5.7
Sat, Apr 23 2011,1200,803,4.4,563,4.1,1366,4.2
Sat, Apr 23 2011,1300,950,3.9,792,2.5,1742,3.3
Sat, Apr 23 2011,1400,1006,3.9,940,2,1946,3
Sat, Apr 23 2011,1500,947,3,1031,1.4,1978,2.1
Sat, Apr 23 2011,1600,774,1.9,972,1.6,1746,1.8
Sat, Apr 23 2011,1700,766,2.3,979,1.4,1745,1.8
Sat, Apr 23 2011,1800,675,3.6,1028,2.3,1703,2.8
Sat, Apr 23 2011,1900,627,3,968,1.7,1595,2.2
Sat, Apr 23 2011,2000,638,3.1,988,1.3,1626,2
Sat, Apr 23 2011,2100,538,2.6,701,1,1239,1.7
Sat, Apr 23 2011,2200,424,2.8,494,1.8,918,2.3
Sat, Apr 23 2011,2300,348,1.4,340,1.2,688,1.3
Sat, Apr 23 2011,2400,210,2.4,313,1,523,1.5
Sun, Apr 24 2011,0100,139,3.6,244,1.6,383,2.3
Sun, Apr 24 2011,0200,87,5.7,176,0,263,1.9
Sun, Apr 24 2011,0300,77,3.9,143,2.1,220,2.7
Sun, Apr 24 2011,0400,52,15.4,80,2.5,132,7.6
Sun, Apr 24 2011,0500,55,5.5,77,1.3,132,3
Sun, Apr 24 2011,0600,55,3.6,76,3.9,131,3.8
Sun, Apr 24 2011,0700,96,7.3,69,1.4,165,4.8
Sun, Apr 24 2011,0800,114,4.4,109,11.9,223,8.1
Sun, Apr 24 2011,0900,196,4.1,130,1.5,326,3.1
Sun, Apr 24 2011,1000,152,1.3,210,4.3,362,3
Sun, Apr 24 2011,1100,272,5.5,287,3.5,559,4.5
Sun, Apr 24 2011,1200,433,0.7,360,2.8,793,1.6
Sun, Apr 24 2011,1300,642,2.2,687,1.9,1329,2
Sun, Apr 24 2011,1400,869,1.4,1158,3,2027,2.3
Sun, Apr 24 2011,1500,976,1.6,1244,1.2,2220,1.4
Sun, Apr 24 2011,1600,893,1.5,987,1.1,1880,1.3
Sun, Apr 24 2011,1700,681,1.8,812,1,1493,1.3
Sun, Apr 24 2011,1800,737,3.7,698,1.6,1435,2.6
Sun, Apr 24 2011,1900,993,2.4,757,1.6,1750,2.1
Sun, Apr 24 2011,2000,902,3.3,863,1,1765,2.2
Sun, Apr 24 2011,2100,774,2.5,639,1.4,1413,2
Sun, Apr 24 2011,2200,637,1.3,555,0.9,1192,1.1
Sun, Apr 24 2011,2300,473,3,395,2.3,868,2.6
Sun, Apr 24 2011,2400,326,1.8,271,1.5,597,1.7
Mon, Apr 25 2011,0100,156,5.8,217,0.9,373,2.9
Mon, Apr 25 2011,0200,61,1.6,136,2.2,197,2
Mon, Apr 25 2011,0300,62,3.2,81,2.5,143,2.8
Mon, Apr 25 2011,0400,34,8.8,48,4.2,82,6.1
Mon, Apr 25 2011,0500,51,9.8,66,9.1,117,9.4
Mon, Apr 25 2011,0600,72,5.6,52,9.6,124,7.3
Mon, Apr 25 2011,0700,92,5.4,95,3.2,187,4.3
Mon, Apr 25 2011,0800,167,6.6,107,11.2,274,8.4
Mon, Apr 25 2011,0900,267,4.5,136,4.4,403,4.5
Mon, Apr 25 2011,1000,259,8.1,256,2.3,515,5.2
Mon, Apr 25 2011,1100,336,7.1,317,4.1,653,5.7
Mon, Apr 25 2011,1200,570,2.8,457,4.4,1027,3.5
Mon, Apr 25 2011,1300,876,1.5,619,2.6,1495,1.9
Mon, Apr 25 2011,1400,1049,1.6,1021,2.6,2070,2.1
Mon, Apr 25 2011,1500,1141,2.4,1190,1.4,2331,1.9
Mon, Apr 25 2011,1600,1031,0.9,1006,1.6,2037,1.2
Mon, Apr 25 2011,1700,900,2.2,917,2.7,1817,2.5
Mon, Apr 25 2011,1800,845,2.4,902,1.9,1747,2.1
Mon, Apr 25 2011,1900,1003,2.5,890,1.5,1893,2
Mon, Apr 25 2011,2000,1241,3.1,952,2.1,2193,2.6
Mon, Apr 25 2011,2100,1235,2.9,636,2.2,1871,2.7
Mon, Apr 25 2011,2200,739,2.3,566,1.1,1305,1.8
Mon, Apr 25 2011,2300,610,1.8,367,2.5,977,2
Mon, Apr 25 2011,2400,371,2.2,273,1.5,644,1.9
Wed, Apr 27 2011,0100,67,7.5,151,3.3,218,4.6
Wed, Apr 27 2011,0200,49,12.2,108,8.3,157,9.6
Wed, Apr 27 2011,0300,31,19.4,65,12.3,96,14.6
Wed, Apr 27 2011,0400,22,22.7,48,8.3,70,12.9
