Day of Week,Date,Hour ending,Hourly volume Southbound,HCV % Southbound,Hourly volume Northbound,HCV % Northbound,Total volume,Total % HCV
Tue, Jun 21 2011,0600,89,15.7,42,16.7,131,16
Tue, Jun 21 2011,0700,254,13,88,19.3,342,14.6
Tue, Jun 21 2011,0800,774,9.2,214,15,988,10.4
Tue, Jun 21 2011,0900,1885,4.8,570,10.4,2455,6.1
Tue, Jun 21 2011,1000,2308,4.9,831,9.7,3139,6.2
Tue, Jun 21 2011,1100,1447,6.4,734,10.1,2181,7.6
Tue, Jun 21 2011,1200,1008,9.8,645,12.4,1653,10.8
Tue, Jun 21 2011,1300,867,10.3,704,11.8,1571,10.9
Tue, Jun 21 2011,1400,870,10.7,813,10.3,1683,10.5
Tue, Jun 21 2011,1500,839,10.7,854,9.7,1693,10.2
Tue, Jun 21 2011,1600,804,12.8,955,7.3,1759,9.8
Tue, Jun 21 2011,1700,783,11.6,1177,6.8,1960,8.7
Tue, Jun 21 2011,1800,892,9.4,1692,3.5,2584,5.5
Tue, Jun 21 2011,1900,903,7.2,2131,3,3034,4.3
Tue, Jun 21 2011,2000,858,6.4,1768,2.3,2626,3.6
Tue, Jun 21 2011,2100,601,3.5,991,2.7,1592,3
Tue, Jun 21 2011,2200,405,7.4,707,3.3,1112,4.8
Tue, Jun 21 2011,2300,339,4.4,537,2.4,876,3.2
Tue, Jun 21 2011,2400,235,4.3,430,2.3,665,3
Wed, Jun 22 2011,0100,165,8.5,264,1.9,429,4.4
Wed, Jun 22 2011,0200,75,10.7,145,3.4,220,5.9
Wed, Jun 22 2011,0300,57,15.8,87,6.9,144,10.4
Wed, Jun 22 2011,0400,36,13.9,38,15.8,74,14.9
Wed, Jun 22 2011,0500,46,19.6,40,22.5,86,20.9
Wed, Jun 22 2011,0600,87,16.1,48,14.6,135,15.6
Wed, Jun 22 2011,0700,245,11.8,66,22.7,311,14.1
Wed, Jun 22 2011,0800,750,6.3,226,15.9,976,8.5
Wed, Jun 22 2011,0900,1961,6.1,560,10.4,2521,7
Wed, Jun 22 2011,1000,2310,4.2,805,8.1,3115,5.2
Wed, Jun 22 2011,1100,1455,6,720,11.2,2175,7.7
Wed, Jun 22 2011,1200,989,9.2,624,10.7,1613,9.8
Wed, Jun 22 2011,1300,852,11.2,683,12.4,1535,11.7
Wed, Jun 22 2011,1400,836,12.1,804,10.4,1640,11.3
Wed, Jun 22 2011,1500,844,11.6,899,9.5,1743,10.5
Wed, Jun 22 2011,1600,795,12.1,961,7.7,1756,9.7
Wed, Jun 22 2011,1700,659,12.9,1167,6.3,1826,8.7
Wed, Jun 22 2011,1800,783,10.1,1633,3.7,2416,5.8
Wed, Jun 22 2011,1900,1002,6,2193,2.6,3195,3.6
Wed, Jun 22 2011,2000,863,5.8,1688,3,2551,4
Wed, Jun 22 2011,2100,684,3.2,979,2.8,1663,2.9
Wed, Jun 22 2011,2200,386,3.9,824,3.8,1210,3.8
Wed, Jun 22 2011,2300,359,4.5,624,2.9,983,3.5
Wed, Jun 22 2011,2400,250,6,414,1.9,664,3.5
Thu, Jun 23 2011,0100,145,8.3,304,2,449,4
Thu, Jun 23 2011,0200,68,8.8,172,6.4,240,7.1
Thu, Jun 23 2011,0300,23,21.7,77,6.5,100,10
Thu, Jun 23 2011,0400,38,26.3,44,13.6,82,19.5
Thu, Jun 23 2011,0500,42,26.2,44,22.7,86,24.4
Thu, Jun 23 2011,0600,103,16.5,54,16.7,157,16.6
Thu, Jun 23 2011,0700,243,11.9,71,25.4,314,15
Thu, Jun 23 2011,0800,779,8.7,249,20.1,1028,11.5
Thu, Jun 23 2011,0900,1883,6.1,579,9.7,2462,6.9
Thu, Jun 23 2011,1000,2324,4,830,7.7,3154,4.9
Thu, Jun 23 2011,1100,1469,7,724,11.6,2193,8.5
Thu, Jun 23 2011,1200,1032,8.1,677,11.8,1709,9.6
Thu, Jun 23 2011,1300,930,10.5,799,11.8,1729,11.1
Thu, Jun 23 2011,1400,895,8.4,870,8.3,1765,8.3
Thu, Jun 23 2011,1500,854,10,937,7.4,1791,8.6
Thu, Jun 23 2011,1600,857,11.6,1014,8.3,1871,9.8
Thu, Jun 23 2011,1700,830,9.6,1212,4.8,2042,6.8
Thu, Jun 23 2011,1800,900,8.8,1623,3.4,2523,5.3
Thu, Jun 23 2011,1900,1049,7.1,2140,2.8,3189,4.2
Thu, Jun 23 2011,2000,1025,4.4,1606,2.6,2631,3.3
Thu, Jun 23 2011,2100,762,4.6,1243,2.9,2005,3.5
Thu, Jun 23 2011,2200,534,4.1,905,2.2,1439,2.9
Thu, Jun 23 2011,2300,438,5,780,1.5,1218,2.8
Thu, Jun 23 2011,2400,299,4.7,493,1.6,792,2.8
Fri, Jun 24 2011,0100,190,8.4,421,2.6,611,4.4
Fri, Jun 24 2011,0200,76,9.2,250,2,326,3.7
Fri, Jun 24 2011,0300,48,25,122,6.6,170,11.8
Fri, Jun 24 2011,0400,34,23.5,54,11.1,88,15.9
Fri, Jun 24 2011,0500,49,18.4,56,19.6,105,19
Fri, Jun 24 2011,0600,97,17.5,74,9.5,171,14
Fri, Jun 24 2011,0700,289,13.1,92,16.3,381,13.9
Fri, Jun 24 2011,0800,712,8.1,245,22,957,11.7
Fri, Jun 24 2011,0900,1696,6.5,569,13.2,2265,8.2
Fri, Jun 24 2011,1000,2068,5.8,797,9.9,2865,6.9
Fri, Jun 24 2011,1100,1294,6.9,674,11.4,1968,8.4
Fri, Jun 24 2011,1200,1025,7.8,667,9.4,1692,8.5
Fri, Jun 24 2011,1300,936,10.6,869,9.6,1805,10.1
Fri, Jun 24 2011,1400,903,10.9,1013,8.8,1916,9.8
Fri, Jun 24 2011,1500,954,7.3,1080,6.9,2034,7.1
Fri, Jun 24 2011,1600,925,11.9,1205,5.6,2130,8.4
Fri, Jun 24 2011,1700,917,8.7,1478,4.6,2395,6.2
Fri, Jun 24 2011,1800,1023,9.6,1866,4.4,2889,6.2
Fri, Jun 24 2011,1900,978,8.2,2054,2.6,3032,4.4
Fri, Jun 24 2011,2000,896,4.5,1629,2.4,2525,3.1
Fri, Jun 24 2011,2100,741,5.3,1100,2.4,1841,3.5
Fri, Jun 24 2011,2200,520,5.4,900,2.7,1420,3.7
Fri, Jun 24 2011,2300,382,7.9,648,1.1,1030,3.6
Fri, Jun 24 2011,2400,225,4.4,468,3.2,693,3.6
Sat, Jun 25 2011,0100,135,10.4,301,2.3,436,4.8
Sat, Jun 25 2011,0200,121,4.1,198,4,319,4.1
Sat, Jun 25 2011,0300,76,11.8,155,4.5,231,6.9
Sat, Jun 25 2011,0400,55,14.5,85,1.2,140,6.4
Sat, Jun 25 2011,0500,61,14.8,77,11.7,138,13
Sat, Jun 25 2011,0600,80,11.2,108,7.4,188,9
Sat, Jun 25 2011,0700,123,8.9,96,11.5,219,10
Sat, Jun 25 2011,0800,259,8.9,144,11.1,403,9.7
Sat, Jun 25 2011,0900,458,7.9,260,11.5,718,9.2
Sat, Jun 25 2011,1000,583,10.6,337,6.5,920,9.1
Sat, Jun 25 2011,1100,735,5.4,481,3.7,1216,4.8
Sat, Jun 25 2011,1200,985,4.5,669,3.6,1654,4.1
Sat, Jun 25 2011,1300,914,5.6,842,3.2,1756,4.4
Sat, Jun 25 2011,1400,1050,3.9,1071,3.9,2121,3.9
Sat, Jun 25 2011,1500,1090,3.5,1100,2.4,2190,2.9
Sat, Jun 25 2011,1600,1067,2.3,1154,2,2221,2.2
Sat, Jun 25 2011,1700,928,2.7,1141,1.6,2069,2.1
Sat, Jun 25 2011,1800,849,3.8,1164,2,2013,2.7
Sat, Jun 25 2011,1900,783,5.2,1139,2.2,1922,3.4
Sat, Jun 25 2011,2000,753,2.9,1134,2.3,1887,2.5
Sat, Jun 25 2011,2100,597,3,786,1.8,1383,2.3
Sat, Jun 25 2011,2200,453,2.9,508,2.8,961,2.8
Sat, Jun 25 2011,2300,445,2.2,402,3.5,847,2.8
Sat, Jun 25 2011,2400,316,1.9,312,1.9,628,1.9
Sun, Jun 26 2011,0100,288,4.9,437,2.7,725,3.6
Sun, Jun 26 2011,0200,168,5.4,284,3.5,452,4.2
Sun, Jun 26 2011,0300,130,3.8,182,1.1,312,2.2
Sun, Jun 26 2011,0400,80,16.2,127,1.6,207,7.2
Sun, Jun 26 2011,0500,53,5.7,93,2.2,146,3.4
Sun, Jun 26 2011,0600,81,4.9,108,6.5,189,5.8
Sun, Jun 26 2011,0700,93,5.4,86,4.7,179,5
Sun, Jun 26 2011,0800,163,3.1,119,0.8,282,2.1
Sun, Jun 26 2011,0900,251,5.6,174,2.3,425,4.2
Sun, Jun 26 2011,1000,241,5,260,3.5,501,4.2
Sun, Jun 26 2011,1100,378,4.5,397,2.8,775,3.6
Sun, Jun 26 2011,1200,635,3.5,503,1.8,1138,2.7
Sun, Jun 26 2011,1300,927,1.7,708,2.3,1635,2
Sun, Jun 26 2011,1400,1268,1.7,967,1.4,2235,1.6
Sun, Jun 26 2011,1500,1282,2.1,1132,0.9,2414,1.5
Sun, Jun 26 2011,1600,1166,2.6,1059,0.9,2225,1.8
Sun, Jun 26 2011,1700,948,2.2,1016,1.4,1964,1.8
Sun, Jun 26 2011,1800,885,2.5,971,2.2,1856,2.3
Sun, Jun 26 2011,1900,790,4.2,971,1.6,1761,2.8
Sun, Jun 26 2011,2000,884,3.1,1079,1.6,1963,2.2
Sun, Jun 26 2011,2100,977,2.8,802,2.5,1779,2.6
Sun, Jun 26 2011,2200,786,1.5,682,2.5,1468,2
Sun, Jun 26 2011,2300,655,1.7,459,1.3,1114,1.5
Sun, Jun 26 2011,2400,360,1.9,342,2,702,2
Mon, Jun 27 2011,0100,207,3.4,211,2.4,418,2.9
Mon, Jun 27 2011,0200,72,6.9,149,2.7,221,4.1
Mon, Jun 27 2011,0300,45,8.9,85,3.5,130,5.4
Mon, Jun 27 2011,0400,44,9.1,48,6.2,92,7.6
Mon, Jun 27 2011,0500,41,12.2,38,15.8,79,13.9
Mon, Jun 27 2011,0600,106,9.4,42,16.7,148,11.5
Mon, Jun 27 2011,0700,294,8.5,104,10.6,398,9
Mon, Jun 27 2011,0800,789,7.7,243,14.4,1032,9.3
Mon, Jun 27 2011,0900,1847,6,503,11.9,2350,7.3
Mon, Jun 27 2011,1000,2227,4.8,765,8.5,2992,5.8
Mon, Jun 27 2011,1100,1345,7.1,705,10.1,2050,8.1
Mon, Jun 27 2011,1200,998,9.7,635,9.8,1633,9.7
Mon, Jun 27 2011,1300,815,12,692,10.7,1507,11.4
Mon, Jun 27 2011,1400,874,10.9,765,10.6,1639,10.7
Mon, Jun 27 2011,1500,883,8.6,850,8.9,1733,8.8
Mon, Jun 27 2011,1600,785,10.6,883,7.2,1668,8.8
Mon, Jun 27 2011,1700,805,8.8,1075,6.1,1880,7.3
Mon, Jun 27 2011,1800,869,11.6,1597,4.4,2466,7
Mon, Jun 27 2011,1900,913,7.7,2215,2.9,3128,4.3
Mon, Jun 27 2011,2000,812,6.4,1674,2.3,2486,3.7
Mon, Jun 27 2011,2100,623,5.8,973,2.6,1596,3.8
Mon, Jun 27 2011,2200,368,5.7,628,2.5,996,3.7
Mon, Jun 27 2011,2300,374,4,484,3.1,858,3.5
Mon, Jun 27 2011,2400,242,4.5,374,2.7,616,3.4
Tue, Jun 28 2011,0100,115,5.2,222,2.3,337,3.3
Tue, Jun 28 2011,0200,70,7.1,114,8.8,184,8.2
Tue, Jun 28 2011,0300,39,23.1,66,6.1,105,12.4
Tue, Jun 28 2011,0400,26,34.6,42,7.1,68,17.6
Tue, Jun 28 2011,0500,40,17.5,46,17.4,86,17.4
Tue, Jun 28 2011,0600,100,9,44,20.5,144,12.5
Tue, Jun 28 2011,0700,269,13,88,25,357,16
Tue, Jun 28 2011,0800,768,8.1,214,13.6,982,9.3
Tue, Jun 28 2011,0900,1955,6.3,546,13.2,2501,7.8
Tue, Jun 28 2011,1000,2311,4.8,875,8.5,3186,5.8
Tue, Jun 28 2011,1100,1426,6.2,727,10.3,2153,7.6
Tue, Jun 28 2011,1200,990,10.1,645,13.8,1635,11.6
Tue, Jun 28 2011,1300,877,10.6,725,10.3,1602,10.5
Tue, Jun 28 2011,1400,853,10.1,725,10.2,1578,10.1
Tue, Jun 28 2011,1500,853,10.6,887,9.6,1740,10.1
Tue, Jun 28 2011,1600,846,11.2,1014,7.3,1860,9.1
Tue, Jun 28 2011,1700,803,10.5,1082,6.2,1885,8
Tue, Jun 28 2011,1800,813,9.1,1664,4.1,2477,5.8
Tue, Jun 28 2011,1900,903,8.1,2232,3,3135,4.5
Tue, Jun 28 2011,2000,852,6.2,1733,2.5,2585,3.8
Tue, Jun 28 2011,2100,609,4.4,1009,3,1618,3.5
Tue, Jun 28 2011,2200,395,6.3,673,2.4,1068,3.8
Tue, Jun 28 2011,2300,364,3.3,530,2.5,894,2.8
Tue, Jun 28 2011,2400,260,6.2,409,2.4,669,3.9
Wed, Jun 29 2011,0100,173,4.6,342,2.6,515,3.3
Wed, Jun 29 2011,0200,70,5.7,195,2.1,265,3
Wed, Jun 29 2011,0300,27,37,100,7,127,13.4
Wed, Jun 29 2011,0400,22,31.8,40,17.5,62,22.6
Wed, Jun 29 2011,0500,45,24.4,42,21.4,87,23
Wed, Jun 29 2011,0600,79,22.8,31,22.6,110,22.7
Wed, Jun 29 2011,0700,234,15,78,20.5,312,16.3
Wed, Jun 29 2011,0800,809,7.7,233,15.9,1042,9.5
Wed, Jun 29 2011,0900,1960,6.2,503,13.5,2463,7.7
Wed, Jun 29 2011,1000,2251,4.1,854,10,3105,5.7
Wed, Jun 29 2011,1100,1406,6.3,671,10.3,2077,7.6
Wed, Jun 29 2011,1200,1032,7.8,556,11.5,1588,9.1
Wed, Jun 29 2011,1300,917,10.5,723,10.9,1640,10.7
Wed, Jun 29 2011,1400,927,9.8,803,7.3,1730,8.7
Wed, Jun 29 2011,1500,918,9.6,933,9.4,1851,9.5
Wed, Jun 29 2011,1600,834,10.2,952,7.1,1786,8.6
Wed, Jun 29 2011,1700,911,9.8,1169,6.4,2080,7.9
Wed, Jun 29 2011,1800,868,7.1,1606,3.4,2474,4.7
Wed, Jun 29 2011,1900,1019,6.4,2185,2.9,3204,4
Wed, Jun 29 2011,2000,917,5.5,1884,2.5,2801,3.5
Wed, Jun 29 2011,2100,699,5.4,1053,3.5,1752,4.3
Wed, Jun 29 2011,2200,487,6.4,713,3.2,1200,4.5
Wed, Jun 29 2011,2300,477,5.9,723,1.7,1200,3.3
Wed, Jun 29 2011,2400,284,4.6,457,2.6,741,3.4
Thu, Jun 30 2011,0100,161,10.6,364,1.4,525,4.2
Thu, Jun 30 2011,0200,64,12.5,385,2.3,449,3.8
Thu, Jun 30 2011,0300,37,21.6,118,9.3,155,12.3
Thu, Jun 30 2011,0400,29,34.5,57,7,86,16.3
Thu, Jun 30 2011,0500,41,22,45,20,86,20.9
Thu, Jun 30 2011,0600,78,15.4,59,15.3,137,15.3
Thu, Jun 30 2011,0700,240,13.8,79,26.6,319,16.9
Thu, Jun 30 2011,0800,717,7.8,222,24.3,939,11.7
Thu, Jun 30 2011,0900,1913,6,550,11.3,2463,7.1
Thu, Jun 30 2011,1000,2305,4.9,799,8.3,3104,5.8
Thu, Jun 30 2011,1100,1393,5.7,686,11.7,2079,7.6
Thu, Jun 30 2011,1200,857,10.2,608,13.2,1465,11.4
Thu, Jun 30 2011,1300,892,10.9,791,9.9,1683,10.4
Thu, Jun 30 2011,1400,1001,9.4,851,10,1852,9.7
Thu, Jun 30 2011,1500,913,8.7,895,7.6,1808,8.1
Thu, Jun 30 2011,1600,940,7.3,1013,6.1,1953,6.7
Thu, Jun 30 2011,1700,764,9.9,1187,5.6,1951,7.3
Thu, Jun 30 2011,1800,963,9.2,1649,3.9,2612,5.9
Thu, Jun 30 2011,1900,1048,7.2,2156,3.1,3204,4.4
Thu, Jun 30 2011,2000,989,4.6,1711,2.6,2700,3.3
Thu, Jun 30 2011,2100,741,4.6,1160,2.2,1901,3.2
Thu, Jun 30 2011,2200,423,5.9,910,1.9,1333,3.2
Thu, Jun 30 2011,2300,328,4,783,3.1,1111,3.3
Thu, Jun 30 2011,2400,260,3.1,512,2.3,772,2.6
Fri, Jul 1 2011,0100,189,8.5,396,0.5,585,3.1
Fri, Jul 1 2011,0200,80,15,367,4.6,447,6.5
Fri, Jul 1 2011,0300,52,19.2,115,7.8,167,11.4
Fri, Jul 1 2011,0400,28,32.1,74,12.2,102,17.6
Fri, Jul 1 2011,0500,44,22.7,51,11.8,95,16.8
Fri, Jul 1 2011,0600,107,12.1,56,8.9,163,11
Fri, Jul 1 2011,0700,244,11.5,100,22,344,14.5
Fri, Jul 1 2011,0800,752,8.4,242,20.7,994,11.4
Fri, Jul 1 2011,0900,1687,7.2,465,14,2152,8.6
Fri, Jul 1 2011,1000,1932,4.8,735,9.8,2667,6.1
Fri, Jul 1 2011,1100,1266,7,663,11.9,1929,8.7
Fri, Jul 1 2011,1200,992,7.9,689,8.6,1681,8.1
Fri, Jul 1 2011,1300,1076,9.7,770,12.2,1846,10.7
Fri, Jul 1 2011,1400,1007,9.8,914,9.2,1921,9.5
Fri, Jul 1 2011,1500,970,8.7,1157,8.4,2127,8.5
Fri, Jul 1 2011,1600,961,11.8,1176,6.8,2137,9
Fri, Jul 1 2011,1700,859,7.3,1470,5.6,2329,6.2
Fri, Jul 1 2011,1800,873,8.7,1712,3.6,2585,5.3
Fri, Jul 1 2011,1900,906,6.8,2037,3,2943,4.2
Fri, Jul 1 2011,2000,800,5.5,1713,2.7,2513,3.6
Fri, Jul 1 2011,2100,734,5.4,1013,2.6,1747,3.8
Fri, Jul 1 2011,2200,496,4.6,918,2.4,1414,3.2
Fri, Jul 1 2011,2300,371,3.8,703,1.7,1074,2.4
Fri, Jul 1 2011,2400,260,3.8,441,3.6,701,3.7
Sat, Jul 2 2011,0100,178,5.1,359,2.2,537,3.2
Sat, Jul 2 2011,0200,96,11.5,251,1.6,347,4.3
Sat, Jul 2 2011,0300,75,13.3,154,6.5,229,8.7
Sat, Jul 2 2011,0400,61,16.4,105,4.8,166,9
Sat, Jul 2 2011,0500,67,26.9,67,10.4,134,18.7
Sat, Jul 2 2011,0600,85,5.9,95,12.6,180,9.4
Sat, Jul 2 2011,0700,137,11.7,98,13.3,235,12.3
Sat, Jul 2 2011,0800,215,7.9,140,16.4,355,11.3
Sat, Jul 2 2011,0900,428,9.8,256,10.2,684,9.9
Sat, Jul 2 2011,1000,563,7.8,380,5.8,943,7
Sat, Jul 2 2011,1100,763,6.4,489,5.3,1252,6
Sat, Jul 2 2011,1200,835,5.9,602,5.8,1437,5.8
Sat, Jul 2 2011,1300,928,3.1,778,3.9,1706,3.5
Sat, Jul 2 2011,1400,1014,4.4,893,3.6,1907,4
Sat, Jul 2 2011,1500,1045,3.6,996,3.5,2041,3.6
Sat, Jul 2 2011,1600,978,2,1079,2.5,2057,2.3
Sat, Jul 2 2011,1700,962,3,975,1.6,1937,2.3
Sat, Jul 2 2011,1800,957,4.2,1047,2.1,2004,3.1
Sat, Jul 2 2011,1900,881,3.7,1116,3.5,1997,3.6
Sat, Jul 2 2011,2000,765,3.1,1032,1.7,1797,2.3
Sat, Jul 2 2011,2100,635,2.8,807,1.6,1442,2.1
Sat, Jul 2 2011,2200,483,3.3,554,2,1037,2.6
Sat, Jul 2 2011,2300,324,3.4,363,1.7,687,2.5
Sat, Jul 2 2011,2400,284,2.5,314,2.9,598,2.7
Sun, Jul 3 2011,0100,215,4.2,380,1.3,595,2.4
Sun, Jul 3 2011,0200,165,5.5,486,3.7,651,4.1
Sun, Jul 3 2011,0300,117,7.7,197,2,314,4.1
Sun, Jul 3 2011,0400,82,14.6,126,3.2,208,7.7
Sun, Jul 3 2011,0500,68,2.9,90,3.3,158,3.2
Sun, Jul 3 2011,0600,66,3,86,5.8,152,4.6
Sun, Jul 3 2011,0700,109,1.8,80,1.2,189,1.6
Sun, Jul 3 2011,0800,122,4.1,103,4.9,225,4.4
Sun, Jul 3 2011,0900,230,5.2,185,7,415,6
Sun, Jul 3 2011,1000,216,7.4,278,12.2,494,10.1
Sun, Jul 3 2011,1100,394,5.8,414,13.5,808,9.8
Sun, Jul 3 2011,1200,618,1.9,513,4.3,1131,3
Sun, Jul 3 2011,1300,950,2,823,1.6,1773,1.8
Sun, Jul 3 2011,1400,1212,1.2,927,1.3,2139,1.3
Sun, Jul 3 2011,1500,1121,2.5,1185,0.8,2306,1.6
Sun, Jul 3 2011,1600,1141,2.6,1133,1.6,2274,2.1
Sun, Jul 3 2011,1700,845,2.1,994,0.6,1839,1.3
Sun, Jul 3 2011,1800,913,3.5,897,0.9,1810,2.2
Sun, Jul 3 2011,1900,867,5.3,986,1.5,1853,3.3
Sun, Jul 3 2011,2000,922,4.6,1050,2.1,1972,3.2
Sun, Jul 3 2011,2100,850,4.9,782,1.5,1632,3.3
Sun, Jul 3 2011,2200,752,1.9,642,2.2,1394,2
Sun, Jul 3 2011,2300,550,3.1,412,1.7,962,2.5
Sun, Jul 3 2011,2400,404,3.5,320,1.6,724,2.6
Mon, Jul 4 2011,0100,209,4.3,316,1.9,525,2.9
Mon, Jul 4 2011,0200,87,3.4,150,4,237,3.8
Mon, Jul 4 2011,0300,38,10.5,76,7.9,114,8.8
Mon, Jul 4 2011,0400,27,18.5,51,5.9,78,10.3
Mon, Jul 4 2011,0500,42,21.4,41,12.2,83,16.9
Mon, Jul 4 2011,0600,107,8.4,44,15.9,151,10.6
Mon, Jul 4 2011,0700,246,13.8,95,16.8,341,14.7
Mon, Jul 4 2011,0800,737,6.9,249,14.1,986,8.7
Mon, Jul 4 2011,0900,1828,4.9,547,10.4,2375,6.1
Mon, Jul 4 2011,1000,2223,4.9,744,9,2967,5.9
Mon, Jul 4 2011,1100,1316,8.1,616,10.1,1932,8.7
Mon, Jul 4 2011,1200,905,9.8,644,12.3,1549,10.8
Mon, Jul 4 2011,1300,872,11.2,693,12,1565,11.6
Mon, Jul 4 2011,1400,920,11.7,757,9.1,1677,10.6
Mon, Jul 4 2011,1500,921,10,878,8.5,1799,9.3
Mon, Jul 4 2011,1600,815,10.2,913,7.6,1728,8.8
Mon, Jul 4 2011,1700,684,11.5,1045,6.8,1729,8.7
Mon, Jul 4 2011,1800,799,9.9,1601,4.4,2400,6.2
Mon, Jul 4 2011,1900,758,8.8,2099,2.9,2857,4.5
Mon, Jul 4 2011,2000,724,7.7,1668,3.5,2392,4.8
Mon, Jul 4 2011,2100,599,4.7,942,3.8,1541,4.2
Mon, Jul 4 2011,2200,410,6.8,656,3.2,1066,4.6
Mon, Jul 4 2011,2300,310,3.9,463,3.2,773,3.5
Mon, Jul 4 2011,2400,273,5.1,356,3.1,629,4
Tue, Jul 5 2011,0100,145,7.6,237,2.5,382,4.5
Tue, Jul 5 2011,0200,61,24.6,143,4.9,204,10.8
Tue, Jul 5 2011,0300,40,20,85,7.1,125,11.2
Tue, Jul 5 2011,0400,41,31.7,47,12.8,88,21.6
Tue, Jul 5 2011,0500,34,26.5,34,26.5,68,26.5
Tue, Jul 5 2011,0600,90,16.7,37,16.2,127,16.5
Tue, Jul 5 2011,0700,220,18.6,75,21.3,295,19.3
Tue, Jul 5 2011,0800,731,9.3,194,19.1,925,11.4
Tue, Jul 5 2011,0900,1792,5.9,551,10.7,2343,7
Tue, Jul 5 2011,1000,2190,5,800,11.9,2990,6.8
Tue, Jul 5 2011,1100,1353,8.1,660,10.9,2013,9
Tue, Jul 5 2011,1200,1060,9.2,563,13,1623,10.5
Tue, Jul 5 2011,1300,970,10.6,664,12.2,1634,11.3
Tue, Jul 5 2011,1400,944,9.1,740,10.8,1684,9.9
Tue, Jul 5 2011,1500,924,7.8,896,9.2,1820,8.5
Tue, Jul 5 2011,1600,886,10.5,962,7.4,1848,8.9
Tue, Jul 5 2011,1700,824,10.2,1186,5.6,2010,7.5
Tue, Jul 5 2011,1800,811,10.5,1673,4.7,2484,6.6
Tue, Jul 5 2011,1900,904,7.5,2258,2.9,3162,4.2
Tue, Jul 5 2011,2000,736,7.1,1754,3.9,2490,4.9
Tue, Jul 5 2011,2100,623,5.1,1104,3.3,1727,3.9
Tue, Jul 5 2011,2200,412,5.3,751,3.7,1163,4.3
Tue, Jul 5 2011,2300,363,5.5,524,2.3,887,3.6
Tue, Jul 5 2011,2400,249,7.2,449,2.2,698,4
Wed, Jul 6 2011,0100,137,13.1,270,3,407,6.4
Wed, Jul 6 2011,0200,56,10.7,145,6.9,201,8
Wed, Jul 6 2011,0300,27,29.6,67,7.5,94,13.8
Wed, Jul 6 2011,0400,27,33.3,45,13.3,72,20.8
Wed, Jul 6 2011,0500,36,19.4,36,25,72,22.2
Wed, Jul 6 2011,0600,84,14.3,44,11.4,128,13.3
Wed, Jul 6 2011,0700,237,12.2,84,28.6,321,16.5
Wed, Jul 6 2011,0800,766,8.6,206,18,972,10.6
Wed, Jul 6 2011,0900,1683,6.8,548,11.3,2231,7.9
Wed, Jul 6 2011,1000,2159,3.8,797,9.8,2956,5.4
Wed, Jul 6 2011,1100,1346,5.9,651,12.7,1997,8.1
Wed, Jul 6 2011,1200,1012,8.7,615,11.4,1627,9.7
Wed, Jul 6 2011,1300,913,10.5,729,12.1,1642,11.2
Wed, Jul 6 2011,1400,915,9.4,788,9.6,1703,9.5
Wed, Jul 6 2011,1500,894,8.4,874,10.3,1768,9.3
Wed, Jul 6 2011,1600,837,12.1,966,7.6,1803,9.7
Wed, Jul 6 2011,1700,765,10.5,1188,6.1,1953,7.8
Wed, Jul 6 2011,1800,819,11,1677,4.6,2496,6.7
Wed, Jul 6 2011,1900,975,8.9,2099,3.3,3074,5.1
Wed, Jul 6 2011,2000,889,7.3,1779,3.6,2668,4.8
Wed, Jul 6 2011,2100,672,5.8,1080,2,1752,3.5
Wed, Jul 6 2011,2200,430,7.7,831,3.1,1261,4.7
Wed, Jul 6 2011,2300,316,5.1,659,2.9,975,3.6
Wed, Jul 6 2011,2400,290,3.8,458,2.2,748,2.8
Thu, Jul 7 2011,0100,175,7.4,336,0.6,511,2.9
Thu, Jul 7 2011,0200,70,14.3,162,7.4,232,9.5
Thu, Jul 7 2011,0300,36,25,88,5.7,124,11.3
Thu, Jul 7 2011,0400,33,27.3,45,11.1,78,17.9
Thu, Jul 7 2011,0500,42,19,40,17.5,82,18.3
Thu, Jul 7 2011,0600,93,14,50,16,143,14.7
Thu, Jul 7 2011,0700,248,15.7,71,33.8,319,19.7
Thu, Jul 7 2011,0800,781,6.7,228,19.7,1009,9.6
Thu, Jul 7 2011,0900,1779,6.2,553,12.5,2332,7.7
Thu, Jul 7 2011,1000,2136,5.8,789,7.4,2925,6.2
Thu, Jul 7 2011,1100,1376,7.2,674,10.5,2050,8.3
Thu, Jul 7 2011,1200,1008,10.2,595,11.6,1603,10.7
Thu, Jul 7 2011,1300,954,9.3,698,11.3,1652,10.2
Thu, Jul 7 2011,1400,979,10.4,754,10.9,1733,10.6
Thu, Jul 7 2011,1500,976,9.3,874,9.8,1850,9.6
Thu, Jul 7 2011,1600,853,9.4,977,8.4,1830,8.9
Thu, Jul 7 2011,1700,768,9.6,1156,6.1,1924,7.5
Thu, Jul 7 2011,1800,917,8.6,1610,4.2,2527,5.8
Thu, Jul 7 2011,1900,1035,6.7,2141,3.4,3176,4.4
Thu, Jul 7 2011,2000,945,4.7,1778,2.8,2723,3.4
Thu, Jul 7 2011,2100,678,6.9,1125,3,1803,4.5
Thu, Jul 7 2011,2200,465,4.5,910,3.2,1375,3.6
Thu, Jul 7 2011,2300,337,5.6,814,1.8,1151,3
Thu, Jul 7 2011,2400,283,4.6,501,1.6,784,2.7
Fri, Jul 8 2011,0100,153,5.2,326,3.1,479,3.8
