Day of Week,Date,Hour ending,Hourly volume Westbound,HCV % Westbound,Hourly volume Eastbound,HCV % Eastbound,Total volume,Total % HCV
Wed, Nov 16 2011,1200,820,14.1,972,13.2,1792,13.6
Wed, Nov 16 2011,1300,964,11.7,995,17.6,1959,14.7
Wed, Nov 16 2011,1400,1070,7.8,962,13.5,2032,10.5
Wed, Nov 16 2011,1500,1089,7.6,1021,13.4,2110,10.4
Wed, Nov 16 2011,1600,1382,8.6,1014,10,2396,9.2
Wed, Nov 16 2011,1700,1934,5.5,1132,8.6,3066,6.6
Wed, Nov 16 2011,1800,2355,3,1126,8.1,3481,4.6
Wed, Nov 16 2011,1900,2099,4.8,1040,6.2,3139,5.3
Wed, Nov 16 2011,2000,1285,3.3,805,7.2,2090,4.8
Wed, Nov 16 2011,2100,882,5,488,7,1370,5.7
Wed, Nov 16 2011,2200,656,4.7,411,10.5,1067,6.9
Wed, Nov 16 2011,2300,475,5.3,279,11.8,754,7.7
Wed, Nov 16 2011,2400,332,6.9,168,12.5,500,8.8
Thu, Nov 17 2011,0100,186,15.1,88,17,274,15.7
Thu, Nov 17 2011,0200,107,19.6,49,28.6,156,22.4
Thu, Nov 17 2011,0300,67,41.8,46,37,113,39.8
Thu, Nov 17 2011,0400,73,42.5,54,29.6,127,37
Thu, Nov 17 2011,0500,78,35.9,132,28,210,31
Thu, Nov 17 2011,0600,134,38.1,226,21.7,360,27.8
Thu, Nov 17 2011,0700,358,25.4,949,7.2,1307,12.2
Thu, Nov 17 2011,0800,752,18.1,2325,4.1,3077,7.5
Thu, Nov 17 2011,0900,1026,11.9,2283,4.2,3309,6.6
Thu, Nov 17 2011,1000,873,15.1,1667,7.1,2540,9.9
Thu, Nov 17 2011,1100,788,12.7,1218,9.9,2006,11
Thu, Nov 17 2011,1200,761,13.9,1047,12.1,1808,12.9
Thu, Nov 17 2011,1300,911,11,1047,13.8,1958,12.5
Thu, Nov 17 2011,1400,996,10.2,1035,12.1,2031,11.2
Thu, Nov 17 2011,1500,1122,10,985,12.5,2107,11.2
Thu, Nov 17 2011,1600,1364,7.3,1066,9.9,2430,8.5
Thu, Nov 17 2011,1700,1957,5.4,1125,10,3082,7.1
Thu, Nov 17 2011,1800,2418,3.1,1177,9.3,3595,5.1
Thu, Nov 17 2011,1900,1979,2.6,1102,6.4,3081,4
Thu, Nov 17 2011,2000,1437,3.6,879,7.3,2316,5
Thu, Nov 17 2011,2100,983,4,550,8.4,1533,5.5
Thu, Nov 17 2011,2200,772,4.7,387,11.6,1159,7
Thu, Nov 17 2011,2300,564,5.7,279,12.2,843,7.8
Thu, Nov 17 2011,2400,363,7.2,186,9.1,549,7.8
Fri, Nov 18 2011,0100,189,12.2,109,18.3,298,14.4
Fri, Nov 18 2011,0200,137,21.2,53,26.4,190,22.6
Fri, Nov 18 2011,0300,122,23,48,31.2,170,25.3
Fri, Nov 18 2011,0400,70,44.3,65,30.8,135,37.8
Fri, Nov 18 2011,0500,107,39.3,118,33.9,225,36.4
Fri, Nov 18 2011,0600,132,34.1,231,25.1,363,28.4
Fri, Nov 18 2011,0700,298,23.2,920,10.5,1218,13.6
Fri, Nov 18 2011,0800,716,18.6,2119,3.6,2835,7.4
Fri, Nov 18 2011,0900,899,12.3,2091,4.8,2990,7.1
Fri, Nov 18 2011,1000,880,14.3,1561,7,2441,9.7
Fri, Nov 18 2011,1100,790,12.2,1125,7.8,1915,9.6
Fri, Nov 18 2011,1200,1014,10.1,1024,10.8,2038,10.5
Fri, Nov 18 2011,1300,1180,8.3,1046,13.5,2226,10.7
Fri, Nov 18 2011,1400,1413,6.5,1083,11.6,2496,8.7
Fri, Nov 18 2011,1500,1804,6.2,1184,11.7,2988,8.4
Fri, Nov 18 2011,1600,2322,4.5,1346,9.8,3668,6.4
Fri, Nov 18 2011,1700,2718,3.7,1301,9.1,4019,5.4
Fri, Nov 18 2011,1800,2873,2.8,1329,7.2,4202,4.2
Fri, Nov 18 2011,1900,2422,2.6,1334,4.6,3756,3.3
Fri, Nov 18 2011,2000,1814,1.8,1002,6,2816,3.3
Fri, Nov 18 2011,2100,1269,2.9,710,6.6,1979,4.2
Fri, Nov 18 2011,2200,811,5.2,479,8.8,1290,6.5
Fri, Nov 18 2011,2300,507,4.3,334,11.7,841,7.3
Fri, Nov 18 2011,2400,402,7.7,191,7.3,593,7.6
Sat, Nov 19 2011,0100,289,8.3,103,12.6,392,9.4
Sat, Nov 19 2011,0200,190,14.7,79,11.4,269,13.8
Sat, Nov 19 2011,0300,102,21.6,59,25.4,161,23
Sat, Nov 19 2011,0400,94,27.7,67,22.4,161,25.5
Sat, Nov 19 2011,0500,101,24.8,100,18,201,21.4
Sat, Nov 19 2011,0600,112,16.1,145,20,257,18.3
Sat, Nov 19 2011,0700,241,14.9,329,7,570,10.4
Sat, Nov 19 2011,0800,367,8.7,555,6.8,922,7.6
Sat, Nov 19 2011,0900,625,6.6,745,3.6,1370,5
Sat, Nov 19 2011,1000,836,5.3,1123,4.2,1959,4.6
Sat, Nov 19 2011,1100,994,3.3,1272,5,2266,4.2
Sat, Nov 19 2011,1200,1272,3.1,1189,4.1,2461,3.6
Sat, Nov 19 2011,1300,1480,2.2,1334,3.5,2814,2.8
Sat, Nov 19 2011,1400,1520,2.6,1231,4.1,2751,3.3
Sat, Nov 19 2011,1500,1634,1.5,1243,3.8,2877,2.5
Sat, Nov 19 2011,1600,1501,1.7,1101,2.4,2602,2
Sat, Nov 19 2011,1700,1561,1.7,1046,2.8,2607,2.1
Sat, Nov 19 2011,1800,1630,1.3,1114,2,2744,1.6
Sat, Nov 19 2011,1900,1297,1.6,978,2.7,2275,2.1
Sat, Nov 19 2011,2000,972,1.1,864,4.2,1836,2.6
Sat, Nov 19 2011,2100,673,1.3,612,3.1,1285,2.2
Sat, Nov 19 2011,2200,422,2.1,395,4.6,817,3.3
Sat, Nov 19 2011,2300,293,2,286,3.1,579,2.6
Sat, Nov 19 2011,2400,276,2.9,207,6.8,483,4.6
Sun, Nov 20 2011,0100,228,6.1,142,3.5,370,5.1
Sun, Nov 20 2011,0200,161,2.5,107,6.5,268,4.1
Sun, Nov 20 2011,0300,106,12.3,59,6.8,165,10.3
Sun, Nov 20 2011,0400,72,5.6,72,8.3,144,6.9
Sun, Nov 20 2011,0500,84,7.1,75,16,159,11.3
Sun, Nov 20 2011,0600,98,5.1,94,6.4,192,5.7
Sun, Nov 20 2011,0700,154,6.5,186,5.4,340,5.9
Sun, Nov 20 2011,0800,259,8.5,250,5.2,509,6.9
Sun, Nov 20 2011,0900,328,5.5,295,4.4,623,5
Sun, Nov 20 2011,1000,444,3.8,476,2.1,920,2.9
Sun, Nov 20 2011,1100,594,2.2,783,2.8,1377,2.5
Sun, Nov 20 2011,1200,720,3.3,1087,1.7,1807,2.3
Sun, Nov 20 2011,1300,939,2.8,1366,1.6,2305,2.1
Sun, Nov 20 2011,1400,1071,1.9,1490,1.7,2561,1.8
Sun, Nov 20 2011,1500,1198,1.1,1530,0.9,2728,1
Sun, Nov 20 2011,1600,1239,1.5,1512,1.2,2751,1.3
Sun, Nov 20 2011,1700,1381,0.7,1620,1.4,3001,1.1
Sun, Nov 20 2011,1800,1421,1.4,1713,1.9,3134,1.7
Sun, Nov 20 2011,1900,1334,1.2,1752,1.8,3086,1.6
Sun, Nov 20 2011,2000,1089,1.4,1731,1.7,2820,1.6
Sun, Nov 20 2011,2100,779,1.8,1385,1.9,2164,1.8
Sun, Nov 20 2011,2200,491,4.5,1020,1.6,1511,2.5
Sun, Nov 20 2011,2300,291,5.2,615,3.6,906,4.1
Sun, Nov 20 2011,2400,221,5.4,241,3.7,462,4.5
Mon, Nov 21 2011,0100,144,8.3,139,7.9,283,8.1
Mon, Nov 21 2011,0200,106,15.1,51,9.8,157,13.4
Mon, Nov 21 2011,0300,56,35.7,38,13.2,94,26.6
Mon, Nov 21 2011,0400,57,49.1,61,19.7,118,33.9
Mon, Nov 21 2011,0500,74,32.4,113,21.2,187,25.7
Mon, Nov 21 2011,0600,113,25.7,285,17.2,398,19.6
Mon, Nov 21 2011,0700,389,16.5,1033,5.6,1422,8.6
Mon, Nov 21 2011,0800,762,15.9,2590,3,3352,5.9
Mon, Nov 21 2011,0900,1018,9.2,2413,3.6,3431,5.3
Mon, Nov 21 2011,1000,824,12,1736,5.1,2560,7.3
Mon, Nov 21 2011,1100,665,13.2,1162,8.4,1827,10.2
Mon, Nov 21 2011,1200,831,11.9,1019,11,1850,11.4
Mon, Nov 21 2011,1300,829,10.5,999,12.7,1828,11.7
Mon, Nov 21 2011,1400,928,9.5,948,10.9,1876,10.2
Mon, Nov 21 2011,1500,1033,8.1,910,11.1,1943,9.5
Mon, Nov 21 2011,1600,1214,7.6,935,11.3,2149,9.2
Mon, Nov 21 2011,1700,1866,6.6,951,8.7,2817,7.3
Mon, Nov 21 2011,1800,2430,3.4,1093,8.2,3523,4.9
Mon, Nov 21 2011,1900,1921,2.7,1023,7.1,2944,4.2
Mon, Nov 21 2011,2000,1150,4.3,691,6.9,1841,5.3
Mon, Nov 21 2011,2100,687,5.8,488,8,1175,6.7
Mon, Nov 21 2011,2200,575,4.2,429,8.6,1004,6.1
Mon, Nov 21 2011,2300,409,5.6,292,8.9,701,7
Mon, Nov 21 2011,2400,216,9.7,185,11.4,401,10.5
Tue, Nov 22 2011,0100,171,14.6,80,22.5,251,17.1
Tue, Nov 22 2011,0200,87,25.3,33,15.2,120,22.5
Tue, Nov 22 2011,0300,57,49.1,38,34.2,95,43.2
Tue, Nov 22 2011,0400,74,45.9,46,37,120,42.5
Tue, Nov 22 2011,0500,82,35.4,131,26.7,213,30
Tue, Nov 22 2011,0600,139,36,277,20.6,416,25.7
Tue, Nov 22 2011,0700,331,22.1,940,7.7,1271,11.4
Tue, Nov 22 2011,0800,712,17.6,2335,3.7,3047,6.9
Tue, Nov 22 2011,0900,977,10.2,2259,3.5,3236,5.5
Tue, Nov 22 2011,1000,835,11.4,1749,6.3,2584,7.9
Tue, Nov 22 2011,1100,795,15.3,1300,7.7,2095,10.6
Tue, Nov 22 2011,1200,752,13.4,1012,10.8,1764,11.9
Tue, Nov 22 2011,1300,874,10.3,970,13.3,1844,11.9
Tue, Nov 22 2011,1400,904,9.1,973,12,1877,10.6
Tue, Nov 22 2011,1500,1073,9.1,952,12.3,2025,10.6
Tue, Nov 22 2011,1600,1333,7.4,998,11.7,2331,9.2
Tue, Nov 22 2011,1700,2043,5.1,1042,9.6,3085,6.6
Tue, Nov 22 2011,1800,2362,3,1068,7.3,3430,4.3
Tue, Nov 22 2011,1900,2011,3.1,1077,7.1,3088,4.5
Tue, Nov 22 2011,2000,1211,3.7,792,6.1,2003,4.6
Tue, Nov 22 2011,2100,799,3.4,485,7.6,1284,5
Tue, Nov 22 2011,2200,623,5.5,376,10.1,999,7.2
Tue, Nov 22 2011,2300,530,3.4,278,9.7,808,5.6
Tue, Nov 22 2011,2400,272,8.8,189,10.6,461,9.5
Wed, Nov 23 2011,0100,144,16,73,19.2,217,17.1
Wed, Nov 23 2011,0200,86,25.6,43,20.9,129,24
Wed, Nov 23 2011,0300,80,48.8,37,35.1,117,44.4
Wed, Nov 23 2011,0400,60,48.3,59,37.3,119,42.9
Wed, Nov 23 2011,0500,82,41.5,113,29.2,195,34.4
Wed, Nov 23 2011,0600,123,38.2,229,20.5,352,26.7
Wed, Nov 23 2011,0700,363,28.1,996,6.5,1359,12.3
Wed, Nov 23 2011,0800,773,16.6,2369,3.8,3142,6.9
Wed, Nov 23 2011,0900,1048,11.3,2271,4.2,3319,6.4
Wed, Nov 23 2011,1000,872,13.8,1658,6.7,2530,9.1
Wed, Nov 23 2011,1100,720,15.3,1183,9.8,1903,11.9
Wed, Nov 23 2011,1200,796,11.7,1011,12.6,1807,12.2
Wed, Nov 23 2011,1300,918,10.8,950,12.9,1868,11.9
Wed, Nov 23 2011,1400,1024,10.7,966,11.7,1990,11.2
Wed, Nov 23 2011,1500,1130,8.5,988,13.9,2118,11
Wed, Nov 23 2011,1600,1322,6.8,957,10.8,2279,8.5
Wed, Nov 23 2011,1700,1920,5.2,1151,9.4,3071,6.8
Wed, Nov 23 2011,1800,2491,3.6,1131,7.5,3622,4.8
Wed, Nov 23 2011,1900,2047,3.6,1122,7.3,3169,4.9
Wed, Nov 23 2011,2000,1201,3.4,808,6.7,2009,4.7
Wed, Nov 23 2011,2100,896,4.5,520,7.9,1416,5.7
Wed, Nov 23 2011,2200,667,4,434,10.6,1101,6.6
Wed, Nov 23 2011,2300,524,5.2,296,8.4,820,6.3
Wed, Nov 23 2011,2400,333,6.6,197,11.7,530,8.5
Thu, Nov 24 2011,0100,162,15.4,89,18,251,16.3
Thu, Nov 24 2011,0200,114,24.6,44,29.5,158,25.9
Thu, Nov 24 2011,0300,83,38.6,44,36.4,127,37.8
Thu, Nov 24 2011,0400,72,45.8,60,28.3,132,37.9
Thu, Nov 24 2011,0500,107,44.9,134,24.6,241,33.6
Thu, Nov 24 2011,0600,148,41.2,256,23.4,404,30
Thu, Nov 24 2011,0700,355,23.7,976,7.9,1331,12.1
Thu, Nov 24 2011,0800,774,16.9,2356,4.2,3130,7.3
Thu, Nov 24 2011,0900,1107,11.8,2202,4.2,3309,6.8
Thu, Nov 24 2011,1000,917,10.5,1705,6.8,2622,8.1
Thu, Nov 24 2011,1100,806,14.1,1188,9.7,1994,11.5
Thu, Nov 24 2011,1200,809,11.4,1011,12.6,1820,12
Thu, Nov 24 2011,1300,888,11.4,1059,14,1947,12.8
Thu, Nov 24 2011,1400,1004,9.1,1046,12.2,2050,10.7
Thu, Nov 24 2011,1500,1131,8.2,1017,11.6,2148,9.8
Thu, Nov 24 2011,1600,1370,7.1,1132,10.1,2502,8.4
Thu, Nov 24 2011,1700,1933,5.5,1161,8.7,3094,6.7
Thu, Nov 24 2011,1800,2306,4,1328,6.8,3634,5
Thu, Nov 24 2011,1900,2055,3.1,1187,5.9,3242,4.1
Thu, Nov 24 2011,2000,1379,3,843,7,2222,4.5
Thu, Nov 24 2011,2100,970,4.1,549,9.3,1519,6
Thu, Nov 24 2011,2200,773,5.6,440,9.5,1213,7
Thu, Nov 24 2011,2300,559,4.7,298,7.7,857,5.7
Thu, Nov 24 2011,2400,406,3.9,227,11.5,633,6.6
Fri, Nov 25 2011,0100,351,9.4,97,20.6,448,11.8
Fri, Nov 25 2011,0200,130,22.3,41,19.5,171,21.6
Fri, Nov 25 2011,0300,76,32.9,44,40.9,120,35.8
Fri, Nov 25 2011,0400,87,48.3,68,29.4,155,40
Fri, Nov 25 2011,0500,119,27.7,122,26.2,241,27
Fri, Nov 25 2011,0600,142,41.5,262,25.2,404,30.9
Fri, Nov 25 2011,0700,349,22.6,935,7.4,1284,11.5
Fri, Nov 25 2011,0800,739,17.5,2142,4.1,2881,7.5
Fri, Nov 25 2011,0900,981,11.2,2002,3.5,2983,6.1
Fri, Nov 25 2011,1000,830,11.3,1572,6.3,2402,8
Fri, Nov 25 2011,1100,830,10.8,1178,9.3,2008,9.9
Fri, Nov 25 2011,1200,965,11.1,1108,12.5,2073,11.9
Fri, Nov 25 2011,1300,1176,8.9,1057,11.2,2233,10
Fri, Nov 25 2011,1400,1481,6.4,1183,11.5,2664,8.7
Fri, Nov 25 2011,1500,1825,4.8,1205,9.9,3030,6.8
Fri, Nov 25 2011,1600,2289,4.2,1377,8.3,3666,5.7
Fri, Nov 25 2011,1700,2648,4.2,1443,7.3,4091,5.3
Fri, Nov 25 2011,1800,2802,3,1529,5,4331,3.7
Fri, Nov 25 2011,1900,2419,2.6,1417,4.7,3836,3.4
Fri, Nov 25 2011,2000,1704,3.1,1057,5,2761,3.8
Fri, Nov 25 2011,2100,1169,3.3,745,6.7,1914,4.6
Fri, Nov 25 2011,2200,827,4.1,531,9.8,1358,6.3
Fri, Nov 25 2011,2300,581,5.5,359,10.9,940,7.6
Fri, Nov 25 2011,2400,489,8.4,213,13.1,702,9.8
Sat, Nov 26 2011,0100,388,9.3,153,17,541,11.5
Sat, Nov 26 2011,0200,210,16.2,101,22.8,311,18.3
Sat, Nov 26 2011,0300,114,26.3,66,25.8,180,26.1
Sat, Nov 26 2011,0400,109,31.2,71,32.4,180,31.7
Sat, Nov 26 2011,0500,136,30.9,106,31.1,242,31
Sat, Nov 26 2011,0600,102,17.6,137,16.1,239,16.7
Sat, Nov 26 2011,0700,249,18.1,341,9.7,590,13.2
Sat, Nov 26 2011,0800,389,11.6,539,6.3,928,8.5
Sat, Nov 26 2011,0900,688,5.2,819,5.1,1507,5.2
Sat, Nov 26 2011,1000,746,7.9,1131,4.2,1877,5.6
Sat, Nov 26 2011,1100,976,3.3,1168,5.5,2144,4.5
Sat, Nov 26 2011,1200,1323,3.6,1332,3.8,2655,3.7
Sat, Nov 26 2011,1300,1467,2.2,1362,4.1,2829,3.1
Sat, Nov 26 2011,1400,1493,1.9,1337,3.2,2830,2.5
Sat, Nov 26 2011,1500,1530,1.8,1177,3.5,2707,2.5
Sat, Nov 26 2011,1600,1585,1.6,1095,2.8,2680,2.1
Sat, Nov 26 2011,1700,1493,1.5,1201,1.4,2694,1.5
Sat, Nov 26 2011,1800,1562,1.3,1072,2.8,2634,1.9
Sat, Nov 26 2011,1900,1324,2.2,1074,2.2,2398,2.2
Sat, Nov 26 2011,2000,983,1.2,859,2.8,1842,2
Sat, Nov 26 2011,2100,657,2.1,539,3.2,1196,2.6
Sat, Nov 26 2011,2200,396,3.3,387,4.1,783,3.7
Sat, Nov 26 2011,2300,326,1.5,227,4,553,2.5
Sat, Nov 26 2011,2400,269,3.7,190,6.3,459,4.8
Sun, Nov 27 2011,0100,268,3.4,107,3.7,375,3.5
Sun, Nov 27 2011,0200,163,4.9,85,3.5,248,4.4
Sun, Nov 27 2011,0300,111,10.8,52,9.6,163,10.4
Sun, Nov 27 2011,0400,99,5.1,49,12.2,148,7.4
Sun, Nov 27 2011,0500,78,9,81,11.1,159,10.1
Sun, Nov 27 2011,0600,88,1.1,91,6.6,179,3.9
Sun, Nov 27 2011,0700,168,4.8,195,3.6,363,4.1
Sun, Nov 27 2011,0800,237,7.6,283,3.9,520,5.6
Sun, Nov 27 2011,0900,408,2.7,259,3.9,667,3.1
Sun, Nov 27 2011,1000,460,4.8,504,2.6,964,3.6
Sun, Nov 27 2011,1100,614,3.1,782,3.1,1396,3.1
Sun, Nov 27 2011,1200,748,2.3,1123,1.9,1871,2
Sun, Nov 27 2011,1300,1041,2.2,1340,1.5,2381,1.8
Sun, Nov 27 2011,1400,1261,1.6,1554,1.5,2815,1.6
Sun, Nov 27 2011,1500,1243,1.4,1568,1.6,2811,1.5
Sun, Nov 27 2011,1600,1386,1.6,1497,0.9,2883,1.2
Sun, Nov 27 2011,1700,1405,0.6,1658,1.6,3063,1.2
Sun, Nov 27 2011,1800,1409,1.2,1705,1.8,3114,1.5
Sun, Nov 27 2011,1900,1431,1.7,1728,1.4,3159,1.6
Sun, Nov 27 2011,2000,1060,2,1740,1.5,2800,1.7
Sun, Nov 27 2011,2100,801,2.4,1311,1.6,2112,1.9
Sun, Nov 27 2011,2200,500,4,988,2.4,1488,3
Sun, Nov 27 2011,2300,336,4.2,542,3.3,878,3.6
Sun, Nov 27 2011,2400,217,8.3,288,2.4,505,5
Mon, Nov 28 2011,0100,170,10,134,8.2,304,9.2
Mon, Nov 28 2011,0200,71,19.7,54,22.2,125,20.8
Mon, Nov 28 2011,0300,58,44.8,37,21.6,95,35.8
Mon, Nov 28 2011,0400,51,45.1,54,24.1,105,34.3
Mon, Nov 28 2011,0500,66,27.3,139,22.3,205,23.9
Mon, Nov 28 2011,0600,136,26.5,316,16.5,452,19.5
Mon, Nov 28 2011,0700,416,17.8,1104,5.8,1520,9.1
Mon, Nov 28 2011,0800,822,15.6,2577,3.9,3399,6.7
Mon, Nov 28 2011,0900,915,9.4,2333,4.2,3248,5.6
Mon, Nov 28 2011,1000,794,10.7,1652,5.9,2446,7.4
Mon, Nov 28 2011,1100,848,17.8,1237,9.1,2085,12.7
Mon, Nov 28 2011,1200,820,11.8,993,11.9,1813,11.9
Mon, Nov 28 2011,1300,896,11.3,1020,12.7,1916,12.1
Mon, Nov 28 2011,1400,1013,10.9,1013,11.9,2026,11.4
Mon, Nov 28 2011,1500,1035,8.8,1017,12.6,2052,10.7
Mon, Nov 28 2011,1600,1265,7.4,984,10.1,2249,8.5
Mon, Nov 28 2011,1700,1858,5.8,961,10.4,2819,7.4
Mon, Nov 28 2011,1800,2398,4.1,1084,7.5,3482,5.1
Mon, Nov 28 2011,1900,1909,3.6,1004,7.4,2913,4.9
Mon, Nov 28 2011,2000,1122,4.5,729,8.1,1851,5.9
Mon, Nov 28 2011,2100,768,4.8,500,8.4,1268,6.2
Mon, Nov 28 2011,2200,586,7,409,9.5,995,8
Mon, Nov 28 2011,2300,396,5.6,305,12.1,701,8.4
Mon, Nov 28 2011,2400,240,12.1,164,15.9,404,13.6
Tue, Nov 29 2011,0100,157,15.9,83,31.3,240,21.2
Tue, Nov 29 2011,0200,80,30,45,31.1,125,30.4
Tue, Nov 29 2011,0300,63,41.3,42,28.6,105,36.2
Tue, Nov 29 2011,0400,69,50.7,48,37.5,117,45.3
Tue, Nov 29 2011,0500,79,39.2,113,28.3,192,32.8
Tue, Nov 29 2011,0600,133,34.6,259,24.3,392,27.8
Tue, Nov 29 2011,0700,341,23.8,994,6.2,1335,10.7
Tue, Nov 29 2011,0800,733,17.1,2311,4.7,3044,7.7
Tue, Nov 29 2011,0900,973,10.5,2236,3.6,3209,5.7
Tue, Nov 29 2011,1000,851,12.6,1771,6,2622,8.2
Tue, Nov 29 2011,1100,710,11.8,1211,9.4,1921,10.3
Tue, Nov 29 2011,1200,775,13.8,950,13.1,1725,13.4
Tue, Nov 29 2011,1300,858,12.2,941,14.9,1799,13.6
Tue, Nov 29 2011,1400,951,11.4,1017,11.8,1968,11.6
Tue, Nov 29 2011,1500,1089,8.3,888,11.6,1977,9.8
Tue, Nov 29 2011,1600,1274,7.7,956,11.7,2230,9.4
Tue, Nov 29 2011,1700,1931,5.4,990,9.3,2921,6.7
Tue, Nov 29 2011,1800,2312,3.1,1083,7.8,3395,4.6
Tue, Nov 29 2011,1900,1852,3,1057,6.9,2909,4.4
Tue, Nov 29 2011,2000,1192,3.7,761,6.7,1953,4.9
Tue, Nov 29 2011,2100,860,4,506,8.5,1366,5.6
Tue, Nov 29 2011,2200,592,7.3,385,9.6,977,8.2
Tue, Nov 29 2011,2300,458,5,255,7.5,713,5.9
Tue, Nov 29 2011,2400,254,9.8,173,13.3,427,11.2
Wed, Nov 30 2011,0100,154,15.6,71,28.2,225,19.6
Wed, Nov 30 2011,0200,117,23.9,35,34.3,152,26.3
Wed, Nov 30 2011,0300,74,40.5,40,35,114,38.6
Wed, Nov 30 2011,0400,59,44.1,62,33.9,121,38.8
Wed, Nov 30 2011,0500,88,37.5,114,35.1,202,36.1
Wed, Nov 30 2011,0600,130,40.8,220,20.9,350,28.3
Wed, Nov 30 2011,0700,339,20.9,1001,8.2,1340,11.4
Wed, Nov 30 2011,0800,745,19.9,2323,4,3068,7.8
Wed, Nov 30 2011,0900,1038,10.9,2201,3.8,3239,6.1
Wed, Nov 30 2011,1000,877,12,1717,6.8,2594,8.6
Wed, Nov 30 2011,1100,751,13.2,1228,8.8,1979,10.5
Wed, Nov 30 2011,1200,685,13.1,1014,13.6,1699,13.4
Wed, Nov 30 2011,1300,860,11.7,1022,14.4,1882,13.2
Wed, Nov 30 2011,1400,1057,11,1000,10.8,2057,10.9
Wed, Nov 30 2011,1500,1100,7.8,1027,12,2127,9.8
Wed, Nov 30 2011,1600,1380,8,1047,10.4,2427,9
Wed, Nov 30 2011,1700,1945,4.9,1110,8.5,3055,6.2
Wed, Nov 30 2011,1800,2317,3.1,1164,6.8,3481,4.3
Wed, Nov 30 2011,1900,1993,3.5,1112,6.4,3105,4.5
Wed, Nov 30 2011,2000,1327,2.9,821,7.9,2148,4.8
Wed, Nov 30 2011,2100,921,4.3,493,9.7,1414,6.2
Wed, Nov 30 2011,2200,713,6.2,362,8.8,1075,7.1
Wed, Nov 30 2011,2300,546,5.1,287,9.8,833,6.7
Wed, Nov 30 2011,2400,297,8.4,182,15.9,479,11.3
Thu, Dec 1 2011,0100,183,13.7,98,20.4,281,16
Thu, Dec 1 2011,0200,103,30.1,60,33.3,163,31.3
Thu, Dec 1 2011,0300,88,34.1,41,26.8,129,31.8
Thu, Dec 1 2011,0400,77,50.6,63,28.6,140,40.7
Thu, Dec 1 2011,0500,106,38.7,130,28.5,236,33.1
Thu, Dec 1 2011,0600,142,34.5,259,18.9,401,24.4
Thu, Dec 1 2011,0700,352,26.4,955,9.1,1307,13.8
Thu, Dec 1 2011,0800,782,16.1,2313,3.4,3095,6.6
Thu, Dec 1 2011,0900,1013,11.6,2197,4.1,3210,6.4
Thu, Dec 1 2011,1000,814,13.1,1745,6.9,2559,8.9
Thu, Dec 1 2011,1100,768,14.1,1257,8.8,2025,10.8
Thu, Dec 1 2011,1200,839,13.1,1076,13.9,1915,13.6
Thu, Dec 1 2011,1300,863,12.6,1019,12.8,1882,12.7
Thu, Dec 1 2011,1400,1046,10.1,954,14.3,2000,12.1
Thu, Dec 1 2011,1500,1017,7.8,1021,14.9,2038,11.3
Thu, Dec 1 2011,1600,1414,6.9,1098,11,2512,8.7
Thu, Dec 1 2011,1700,1936,5.4,1104,10.7,3040,7.3
Thu, Dec 1 2011,1800,2348,4.2,1200,7.8,3548,5.4
Thu, Dec 1 2011,1900,2113,4.4,1133,7.2,3246,5.4
Thu, Dec 1 2011,2000,1306,3.6,863,7.4,2169,5.1
Thu, Dec 1 2011,2100,1030,4.9,564,8.2,1594,6
Thu, Dec 1 2011,2200,792,4,413,11.9,1205,6.7
Thu, Dec 1 2011,2300,558,5,256,9.4,814,6.4
Thu, Dec 1 2011,2400,351,8.3,168,16.7,519,11
Fri, Dec 2 2011,0100,186,15.1,100,19,286,16.4
Fri, Dec 2 2011,0200,107,17.8,46,39.1,153,24.2
Fri, Dec 2 2011,0300,82,39,44,22.7,126,33.3
Fri, Dec 2 2011,0400,92,44.6,66,39.4,158,42.4
Fri, Dec 2 2011,0500,105,38.1,145,35.2,250,36.4
Fri, Dec 2 2011,0600,153,31.4,237,20.7,390,24.9
Fri, Dec 2 2011,0700,358,24.3,903,8.6,1261,13.1
Fri, Dec 2 2011,0800,711,17,2088,4.1,2799,7.4
Fri, Dec 2 2011,0900,946,12.8,2062,4.6,3008,7.2
Fri, Dec 2 2011,1000,840,12.5,1637,6.7,2477,8.7
Fri, Dec 2 2011,1100,783,13,1202,9.4,1985,10.8
Fri, Dec 2 2011,1200,926,10.3,1046,11.1,1972,10.7
Fri, Dec 2 2011,1300,1083,9.7,1112,11.2,2195,10.4
Fri, Dec 2 2011,1400,1313,6.4,1131,12.6,2444,9.2
Fri, Dec 2 2011,1500,1768,6.8,1137,10.2,2905,8.1
Fri, Dec 2 2011,1600,2256,4.3,1285,8.9,3541,6
Fri, Dec 2 2011,1700,2371,3.7,1321,7.9,3692,5.2
Fri, Dec 2 2011,1800,2596,3.4,1341,5.1,3937,4
Fri, Dec 2 2011,1900,2426,3.5,1331,5.2,3757,4.1
Fri, Dec 2 2011,2000,1615,3.2,1026,5.1,2641,3.9
Fri, Dec 2 2011,2100,1245,2.2,670,6.4,1915,3.7
Fri, Dec 2 2011,2200,723,4.1,450,6,1173,4.9
Fri, Dec 2 2011,2300,520,5.2,317,9.1,837,6.7
Fri, Dec 2 2011,2400,404,5.2,202,15.8,606,8.7
Sat, Dec 3 2011,0100,267,15,152,13.8,419,14.6
Sat, Dec 3 2011,0200,180,13.9,81,17.3,261,14.9
