Day of Week,Date,Hour ending,Hourly volume Westbound,HCV % Westbound,Hourly volume Eastbound,HCV % Eastbound,Total volume,Total % HCV
Mon, Jan 17 2011,1900,1830,3.3,935,6.1,2765,4.3
Mon, Jan 17 2011,2000,1043,3.1,759,7.9,1802,5.1
Mon, Jan 17 2011,2100,712,5.5,513,8.8,1225,6.9
Mon, Jan 17 2011,2200,430,5.6,408,8.3,838,6.9
Mon, Jan 17 2011,2300,372,6.7,264,9.1,636,7.7
Mon, Jan 17 2011,2400,235,8.5,168,9.5,403,8.9
Tue, Jan 18 2011,0100,108,16.7,79,11.4,187,14.4
Tue, Jan 18 2011,0200,92,27.2,36,22.2,128,25.8
Tue, Jan 18 2011,0300,68,42.6,36,27.8,104,37.5
Tue, Jan 18 2011,0400,49,53.1,58,36.2,107,43.9
Tue, Jan 18 2011,0500,78,34.6,122,28.7,200,31
Tue, Jan 18 2011,0600,120,40.8,267,24.7,387,29.7
Tue, Jan 18 2011,0700,370,28.9,1100,7.1,1470,12.6
Tue, Jan 18 2011,0800,818,13.9,2209,3.1,3027,6
Tue, Jan 18 2011,0900,1038,12,2264,4,3302,6.5
Tue, Jan 18 2011,1000,867,12,1653,6.8,2520,8.6
Tue, Jan 18 2011,1100,769,13.8,1112,9.2,1881,11.1
Tue, Jan 18 2011,1200,760,14.9,1014,11.2,1774,12.8
Tue, Jan 18 2011,1300,865,10.6,954,14.3,1819,12.5
Tue, Jan 18 2011,1400,997,10.8,985,12.4,1982,11.6
Tue, Jan 18 2011,1500,1060,9.8,934,12.1,1994,10.9
Tue, Jan 18 2011,1600,1273,7.9,954,12.3,2227,9.7
Tue, Jan 18 2011,1700,1998,4.3,1006,10.9,3004,6.5
Tue, Jan 18 2011,1800,2251,3,1085,7.7,3336,4.6
Tue, Jan 18 2011,1900,1941,3,983,6.5,2924,4.2
Tue, Jan 18 2011,2000,1105,3.2,775,6.2,1880,4.4
Tue, Jan 18 2011,2100,711,5.1,456,9.4,1167,6.8
Tue, Jan 18 2011,2200,394,7.1,353,9.9,747,8.4
Tue, Jan 18 2011,2300,351,5.7,307,9.4,658,7.4
Tue, Jan 18 2011,2400,191,13.1,204,10.3,395,11.6
Wed, Jan 19 2011,0100,131,24.4,71,14.1,202,20.8
Wed, Jan 19 2011,0200,85,30.6,51,27.5,136,29.4
Wed, Jan 19 2011,0300,52,48.1,37,32.4,89,41.6
Wed, Jan 19 2011,0400,46,47.8,66,25.8,112,34.8
Wed, Jan 19 2011,0500,72,37.5,99,30.3,171,33.3
Wed, Jan 19 2011,0600,152,42.1,257,20.2,409,28.4
Wed, Jan 19 2011,0700,373,28.2,1060,6.7,1433,12.3
Wed, Jan 19 2011,0800,754,16.6,2241,3.2,2995,6.6
Wed, Jan 19 2011,0900,1009,11.5,2176,4.9,3185,7
Wed, Jan 19 2011,1000,868,12.1,1573,6.2,2441,8.3
Wed, Jan 19 2011,1100,743,12.4,1143,9.8,1886,10.8
Wed, Jan 19 2011,1200,796,13.7,975,13.7,1771,13.7
Wed, Jan 19 2011,1300,828,12,1006,14.5,1834,13.4
Wed, Jan 19 2011,1400,1015,9.4,976,13.1,1991,11.2
Wed, Jan 19 2011,1500,1118,10.2,946,13.2,2064,11.6
Wed, Jan 19 2011,1600,1391,7.6,1003,11.8,2394,9.4
Wed, Jan 19 2011,1700,1960,4.1,1037,10.4,2997,6.3
Wed, Jan 19 2011,1800,2336,2.9,1147,9,3483,4.9
Wed, Jan 19 2011,1900,1898,3.5,1068,5.8,2966,4.3
Wed, Jan 19 2011,2000,1181,3.3,803,8,1984,5.2
Wed, Jan 19 2011,2100,861,5,519,8.7,1380,6.4
Wed, Jan 19 2011,2200,559,3.9,400,7.5,959,5.4
Wed, Jan 19 2011,2300,452,6,256,13.3,708,8.6
Wed, Jan 19 2011,2400,247,8.5,190,8.4,437,8.5
Thu, Jan 20 2011,0100,149,17.4,76,19.7,225,18.2
Thu, Jan 20 2011,0200,102,27.5,41,19.5,143,25.2
Thu, Jan 20 2011,0300,82,37.8,44,34.1,126,36.5
Thu, Jan 20 2011,0400,69,40.6,51,43.1,120,41.7
Thu, Jan 20 2011,0500,89,37.1,120,25,209,30.1
Thu, Jan 20 2011,0600,141,36.2,248,17.7,389,24.4
Thu, Jan 20 2011,0700,360,30,1017,6.2,1377,12.4
Thu, Jan 20 2011,0800,771,16.3,2160,3.7,2931,7
Thu, Jan 20 2011,0900,995,11.3,2157,4.7,3152,6.8
Thu, Jan 20 2011,1000,871,12.1,1589,6.8,2460,8.7
Thu, Jan 20 2011,1100,748,14.2,1058,8.9,1806,11.1
Thu, Jan 20 2011,1200,793,14.1,1087,11.9,1880,12.8
Thu, Jan 20 2011,1300,870,10.1,1013,14.3,1883,12.4
Thu, Jan 20 2011,1400,1038,9.6,1025,11.8,2063,10.7
Thu, Jan 20 2011,1500,1128,9,1000,11.5,2128,10.2
Thu, Jan 20 2011,1600,1393,4.7,1021,10.6,2414,7.2
Thu, Jan 20 2011,1700,1996,4.5,1129,8.6,3125,6
Thu, Jan 20 2011,1800,2255,3,1196,7.2,3451,4.4
Thu, Jan 20 2011,1900,1928,4.1,1079,5.1,3007,4.5
Thu, Jan 20 2011,2000,1240,4.1,833,5.4,2073,4.6
Thu, Jan 20 2011,2100,830,4.1,584,8,1414,5.7
Thu, Jan 20 2011,2200,715,4.1,368,9.2,1083,5.8
Thu, Jan 20 2011,2300,515,6.4,276,10.5,791,7.8
Thu, Jan 20 2011,2400,302,6.6,188,8,490,7.1
Fri, Jan 21 2011,0100,178,15.7,74,18.9,252,16.7
Fri, Jan 21 2011,0200,124,21,47,31.9,171,24
Fri, Jan 21 2011,0300,80,37.5,38,39.5,118,38.1
Fri, Jan 21 2011,0400,73,34.2,63,33.3,136,33.8
Fri, Jan 21 2011,0500,85,37.6,122,24.6,207,30
Fri, Jan 21 2011,0600,128,40.6,242,21.5,370,28.1
Fri, Jan 21 2011,0700,302,26.2,1001,7.1,1303,11.5
Fri, Jan 21 2011,0800,677,16.4,2074,4.1,2751,7.1
Fri, Jan 21 2011,0900,886,13,2003,4.4,2889,7
Fri, Jan 21 2011,1000,862,13,1427,5.9,2289,8.6
Fri, Jan 21 2011,1100,768,12.4,1076,10.8,1844,11.4
Fri, Jan 21 2011,1200,1005,12.1,1002,12.2,2007,12.2
Fri, Jan 21 2011,1300,1189,8.4,1006,12.7,2195,10.4
Fri, Jan 21 2011,1400,1357,7.4,1101,11.2,2458,9.1
Fri, Jan 21 2011,1500,1751,6.1,1080,11.9,2831,8.3
Fri, Jan 21 2011,1600,2271,4.4,1226,10,3497,6.3
Fri, Jan 21 2011,1700,2501,3.3,1261,6.6,3762,4.4
Fri, Jan 21 2011,1800,2465,2.4,1211,5.9,3676,3.5
Fri, Jan 21 2011,1900,2368,2.7,1203,4.9,3571,3.4
Fri, Jan 21 2011,2000,2111,3.1,969,5.9,3080,4
Fri, Jan 21 2011,2100,1070,2.1,662,5,1732,3.2
Fri, Jan 21 2011,2200,645,3.3,417,6.7,1062,4.6
Fri, Jan 21 2011,2300,443,6.5,315,9.8,758,7.9
Fri, Jan 21 2011,2400,357,6.7,196,10.7,553,8.1
Sat, Jan 22 2011,0100,201,12.4,124,11.3,325,12
Sat, Jan 22 2011,0200,158,23.4,80,17.5,238,21.4
Sat, Jan 22 2011,0300,98,27.6,56,39.3,154,31.8
Sat, Jan 22 2011,0400,70,30,72,29.2,142,29.6
Sat, Jan 22 2011,0500,125,21.6,101,16.8,226,19.5
Sat, Jan 22 2011,0600,136,22.1,126,14.3,262,18.3
Sat, Jan 22 2011,0700,192,17.7,300,11,492,13.6
Sat, Jan 22 2011,0800,339,11.8,500,4.4,839,7.4
Sat, Jan 22 2011,0900,540,6.7,681,5.4,1221,6
Sat, Jan 22 2011,1000,689,4.4,853,4.7,1542,4.5
Sat, Jan 22 2011,1100,1016,3.3,1051,5.1,2067,4.3
Sat, Jan 22 2011,1200,1264,3.2,1076,5,2340,4
Sat, Jan 22 2011,1300,1354,2.5,1222,4,2576,3.2
Sat, Jan 22 2011,1400,1398,2.2,1247,3.1,2645,2.6
Sat, Jan 22 2011,1500,1473,1.7,1110,2.7,2583,2.1
Sat, Jan 22 2011,1600,1392,1.7,982,2.6,2374,2.1
Sat, Jan 22 2011,1700,1350,1.3,999,2.7,2349,1.9
Sat, Jan 22 2011,1800,1409,1,1043,1.7,2452,1.3
Sat, Jan 22 2011,1900,1182,1.6,952,2.3,2134,1.9
Sat, Jan 22 2011,2000,860,0.8,790,3,1650,1.9
Sat, Jan 22 2011,2100,585,1.4,541,3,1126,2.1
Sat, Jan 22 2011,2200,340,2.1,368,2.7,708,2.4
Sat, Jan 22 2011,2300,294,2.7,281,5,575,3.8
Sat, Jan 22 2011,2400,235,2.6,157,3.8,392,3.1
Sun, Jan 23 2011,0100,203,4.4,155,3.2,358,3.9
Sun, Jan 23 2011,0200,144,4.9,69,5.8,213,5.2
Sun, Jan 23 2011,0300,93,4.3,85,1.2,178,2.8
Sun, Jan 23 2011,0400,105,5.7,60,10,165,7.3
Sun, Jan 23 2011,0500,68,7.4,79,7.6,147,7.5
Sun, Jan 23 2011,0600,84,4.8,77,10.4,161,7.5
Sun, Jan 23 2011,0700,135,10.4,231,4.3,366,6.6
Sun, Jan 23 2011,0800,173,5.2,267,3.4,440,4.1
Sun, Jan 23 2011,0900,306,5.6,246,6.5,552,6
Sun, Jan 23 2011,1000,396,4.5,411,4.1,807,4.3
Sun, Jan 23 2011,1100,475,2.9,613,4.1,1088,3.6
Sun, Jan 23 2011,1200,724,1.4,929,2.2,1653,1.8
Sun, Jan 23 2011,1300,908,1.7,1219,1.7,2127,1.7
Sun, Jan 23 2011,1400,1076,2.1,1383,1.2,2459,1.6
Sun, Jan 23 2011,1500,1147,1.4,1430,0.4,2577,0.9
Sun, Jan 23 2011,1600,1181,2,1387,1.7,2568,1.8
Sun, Jan 23 2011,1700,1204,0.7,1547,1.1,2751,0.9
Sun, Jan 23 2011,1800,1306,1.6,1721,1.6,3027,1.6
Sun, Jan 23 2011,1900,1088,1.8,1752,0.7,2840,1.2
Sun, Jan 23 2011,2000,943,1.9,1745,1.1,2688,1.4
Sun, Jan 23 2011,2100,723,2.4,1314,1.6,2037,1.9
Sun, Jan 23 2011,2200,461,3.5,913,2.2,1374,2.6
Sun, Jan 23 2011,2300,276,4,506,2.2,782,2.8
Sun, Jan 23 2011,2400,202,5,234,3.4,436,4.1
Mon, Jan 24 2011,0100,126,9.5,68,4.4,194,7.7
Mon, Jan 24 2011,0200,84,19,47,4.3,131,13.7
Mon, Jan 24 2011,0300,48,29.2,40,30,88,29.5
Mon, Jan 24 2011,0400,46,41.3,51,17.6,97,28.9
Mon, Jan 24 2011,0500,77,31.2,117,21.4,194,25.3
Mon, Jan 24 2011,0600,142,30.3,283,16.3,425,20.9
Mon, Jan 24 2011,0700,413,19.9,1145,4.5,1558,8.6
Mon, Jan 24 2011,0800,831,14,2469,2.8,3300,5.6
Mon, Jan 24 2011,0900,994,10.6,2344,4,3338,6
Mon, Jan 24 2011,1000,786,12.8,1678,6.1,2464,8.3
Mon, Jan 24 2011,1100,748,13,1084,8.4,1832,10.3
Mon, Jan 24 2011,1200,792,12.6,985,13.3,1777,13
Mon, Jan 24 2011,1300,868,11.5,989,13.9,1857,12.8
Mon, Jan 24 2011,1400,937,10.4,977,10.4,1914,10.4
Mon, Jan 24 2011,1500,1045,10,942,10.7,1987,10.4
Mon, Jan 24 2011,1600,1281,7.8,974,10.4,2255,8.9
Mon, Jan 24 2011,1700,1892,4.3,1054,10.2,2946,6.4
Mon, Jan 24 2011,1800,2298,2.9,1007,7,3305,4.1
Mon, Jan 24 2011,1900,1838,3,945,7.9,2783,4.7
Mon, Jan 24 2011,2000,1085,4.2,763,4.7,1848,4.4
Mon, Jan 24 2011,2100,740,3.6,495,9.5,1235,6
Mon, Jan 24 2011,2200,506,5.7,403,8.7,909,7
Mon, Jan 24 2011,2300,386,7.5,259,8.5,645,7.9
Mon, Jan 24 2011,2400,230,5.2,195,10.3,425,7.5
Tue, Jan 25 2011,0100,124,21.8,84,16.7,208,19.7
Tue, Jan 25 2011,0200,83,34.9,30,20,113,31
Tue, Jan 25 2011,0300,61,44.3,36,36.1,97,41.2
Tue, Jan 25 2011,0400,48,47.9,63,38.1,111,42.3
Tue, Jan 25 2011,0500,82,32.9,121,26.4,203,29.1
Tue, Jan 25 2011,0600,149,37.6,275,18.9,424,25.5
Tue, Jan 25 2011,0700,358,25.7,1095,6.7,1453,11.4
Tue, Jan 25 2011,0800,839,14.3,2288,3.3,3127,6.2
Tue, Jan 25 2011,0900,1120,11.2,2197,4.1,3317,6.5
Tue, Jan 25 2011,1000,810,12.6,1602,6.8,2412,8.7
Tue, Jan 25 2011,1100,767,13.6,1095,9.5,1862,11.2
Tue, Jan 25 2011,1200,759,13.7,982,14.1,1741,13.9
Tue, Jan 25 2011,1300,900,10.3,885,15.3,1785,12.8
Tue, Jan 25 2011,1400,1000,10.6,943,13.5,1943,12
Tue, Jan 25 2011,1500,1058,9.6,959,12.7,2017,11.1
Tue, Jan 25 2011,1600,1384,6.1,987,13.7,2371,9.2
Tue, Jan 25 2011,1700,1970,4.8,1067,10.6,3037,6.8
Tue, Jan 25 2011,1800,2338,3,1117,6.4,3455,4.1
Tue, Jan 25 2011,1900,1971,3.7,1032,6.3,3003,4.6
Tue, Jan 25 2011,2000,1117,4.9,739,6.5,1856,5.5
Tue, Jan 25 2011,2100,783,4,495,8.3,1278,5.6
Tue, Jan 25 2011,2200,520,4.2,474,8,994,6
Tue, Jan 25 2011,2300,454,6.6,334,6.9,788,6.7
Tue, Jan 25 2011,2400,230,6.5,199,11.6,429,8.9
Wed, Jan 26 2011,0100,143,23.8,67,20.9,210,22.9
Wed, Jan 26 2011,0200,89,34.8,35,14.3,124,29
Wed, Jan 26 2011,0300,60,26.7,45,46.7,105,35.2
Wed, Jan 26 2011,0400,60,40,59,39,119,39.5
Wed, Jan 26 2011,0500,89,31.5,97,26.8,186,29
Wed, Jan 26 2011,0600,147,36.1,276,18.8,423,24.8
Wed, Jan 26 2011,0700,382,27.5,1086,6.1,1468,11.6
Wed, Jan 26 2011,0800,808,16.1,2287,3,3095,6.4
Wed, Jan 26 2011,0900,1059,11,2107,4.5,3166,6.7
Wed, Jan 26 2011,1000,849,14,1689,7.2,2538,9.5
Wed, Jan 26 2011,1100,794,12.7,1100,9.4,1894,10.8
Wed, Jan 26 2011,1200,831,10.2,1005,13.9,1836,12.3
Wed, Jan 26 2011,1300,852,12.1,1032,13.8,1884,13
Wed, Jan 26 2011,1400,1037,10.4,1009,13.1,2046,11.7
Wed, Jan 26 2011,1500,1136,9.2,1052,11.5,2188,10.3
Wed, Jan 26 2011,1600,1380,6.2,1064,10.9,2444,8.3
Wed, Jan 26 2011,1700,2085,4.5,1075,9.8,3160,6.3
Wed, Jan 26 2011,1800,2341,2.8,1103,6.9,3444,4.1
Wed, Jan 26 2011,1900,1894,3.4,991,7.2,2885,4.7
Wed, Jan 26 2011,2000,1100,3.5,756,5.6,1856,4.4
Wed, Jan 26 2011,2100,804,3.9,523,7.6,1327,5.4
Wed, Jan 26 2011,2200,617,3.7,391,6.6,1008,4.9
Wed, Jan 26 2011,2300,430,6.3,340,9.7,770,7.8
Wed, Jan 26 2011,2400,279,9,177,12.4,456,10.3
Thu, Jan 27 2011,0100,145,16.6,82,13.4,227,15.4
Thu, Jan 27 2011,0200,112,26.8,43,30.2,155,27.7
Thu, Jan 27 2011,0300,68,38.2,36,38.9,104,38.5
Thu, Jan 27 2011,0400,58,41.4,56,33.9,114,37.7
Thu, Jan 27 2011,0500,97,42.3,118,28.8,215,34.9
Thu, Jan 27 2011,0600,132,40.9,259,18.5,391,26.1
Thu, Jan 27 2011,0700,348,27.6,1039,6.7,1387,12
Thu, Jan 27 2011,0800,835,14.6,2280,3.6,3115,6.6
Thu, Jan 27 2011,0900,1011,13.8,2151,4.3,3162,7.4
Thu, Jan 27 2011,1000,920,11.5,1585,5.9,2505,7.9
Thu, Jan 27 2011,1100,735,13.3,1178,10.3,1913,11.4
Thu, Jan 27 2011,1200,827,13.1,1018,12.4,1845,12.7
Thu, Jan 27 2011,1300,869,9.2,1048,13.6,1917,11.6
Thu, Jan 27 2011,1400,1064,10,1077,12.6,2141,11.3
Thu, Jan 27 2011,1500,1151,7.8,958,11.6,2109,9.5
Thu, Jan 27 2011,1600,1411,7.1,1106,10.4,2517,8.5
Thu, Jan 27 2011,1700,2008,4.5,1112,9.4,3120,6.2
Thu, Jan 27 2011,1800,2251,2.9,1150,7.8,3401,4.6
Thu, Jan 27 2011,1900,1818,3.2,1037,5.7,2855,4.1
Thu, Jan 27 2011,2000,1187,3,808,6.4,1995,4.4
Thu, Jan 27 2011,2100,896,5.1,483,8.7,1379,6.4
Thu, Jan 27 2011,2200,697,4.3,397,6.8,1094,5.2
Thu, Jan 27 2011,2300,498,4.8,301,15,799,8.6
Thu, Jan 27 2011,2400,321,6.5,208,11.1,529,8.3
Fri, Jan 28 2011,0100,144,16,85,12.9,229,14.8
Fri, Jan 28 2011,0200,114,23.7,84,19,198,21.7
Fri, Jan 28 2011,0300,79,32.9,48,29.2,127,31.5
Fri, Jan 28 2011,0400,64,35.9,67,32.8,131,34.4
Fri, Jan 28 2011,0500,109,33.9,141,29.1,250,31.2
Fri, Jan 28 2011,0600,167,40.7,260,18.5,427,27.2
Fri, Jan 28 2011,0700,357,28.3,995,5.7,1352,11.7
Fri, Jan 28 2011,0800,800,16.5,2034,4.2,2834,7.7
Fri, Jan 28 2011,0900,939,10.4,2006,4.6,2945,6.5
Fri, Jan 28 2011,1000,805,14.7,1463,5.7,2268,8.9
Fri, Jan 28 2011,1100,785,11.2,1060,9.3,1845,10.1
Fri, Jan 28 2011,1200,935,11.4,1067,11.7,2002,11.6
Fri, Jan 28 2011,1300,1153,8.7,1067,12.7,2220,10.6
Fri, Jan 28 2011,1400,1436,7.2,1123,12.7,2559,9.6
Fri, Jan 28 2011,1500,1778,4.8,1124,10.2,2902,6.9
Fri, Jan 28 2011,1600,2393,4,1248,8.3,3641,5.5
Fri, Jan 28 2011,1700,2644,2.9,1353,8.4,3997,4.8
Fri, Jan 28 2011,1800,2461,2.9,1354,5.6,3815,3.9
Fri, Jan 28 2011,1900,2346,2.5,1245,4.5,3591,3.2
Fri, Jan 28 2011,2000,1794,2.3,1031,3.8,2825,2.8
Fri, Jan 28 2011,2100,1142,3.3,703,5,1845,4
Fri, Jan 28 2011,2200,659,3.6,461,7.6,1120,5.3
Fri, Jan 28 2011,2300,478,3.3,307,9.1,785,5.6
Fri, Jan 28 2011,2400,385,5.2,196,9.2,581,6.5
Sat, Jan 29 2011,0100,248,11.3,102,5.9,350,9.7
Sat, Jan 29 2011,0200,156,15.4,74,13.5,230,14.8
Sat, Jan 29 2011,0300,117,23.1,65,35.4,182,27.5
Sat, Jan 29 2011,0400,114,24.6,66,16.7,180,21.7
Sat, Jan 29 2011,0500,114,15.8,84,19,198,17.2
Sat, Jan 29 2011,0600,110,20,116,22.4,226,21.2
Sat, Jan 29 2011,0700,211,19.4,310,9.4,521,13.4
Sat, Jan 29 2011,0800,362,9.7,485,6,847,7.6
Sat, Jan 29 2011,0900,602,6.5,703,5.3,1305,5.8
Sat, Jan 29 2011,1000,689,5.4,1030,6,1719,5.8
Sat, Jan 29 2011,1100,1011,4.2,1028,5.3,2039,4.7
Sat, Jan 29 2011,1200,1279,3,1210,4.8,2489,3.9
Sat, Jan 29 2011,1300,1410,2.6,1289,3.7,2699,3.1
Sat, Jan 29 2011,1400,1473,2.2,1304,2.2,2777,2.2
Sat, Jan 29 2011,1500,1508,1.7,1152,3.3,2660,2.4
Sat, Jan 29 2011,1600,1396,1.6,1063,2.4,2459,1.9
Sat, Jan 29 2011,1700,1477,2,1065,1.7,2542,1.8
Sat, Jan 29 2011,1800,1525,1.6,1090,2.6,2615,2
Sat, Jan 29 2011,1900,1199,1.7,999,2.3,2198,2
Sat, Jan 29 2011,2000,953,1.7,790,2.3,1743,2
Sat, Jan 29 2011,2100,683,2,624,2.1,1307,2.1
Sat, Jan 29 2011,2200,405,2,411,3.2,816,2.6
Sat, Jan 29 2011,2300,290,2.4,250,6.4,540,4.3
Sat, Jan 29 2011,2400,340,1.2,188,4.8,528,2.5
Sun, Jan 30 2011,0100,209,6.2,119,4.2,328,5.5
Sun, Jan 30 2011,0200,152,6.6,74,1.4,226,4.9
Sun, Jan 30 2011,0300,108,8.3,73,5.5,181,7.2
Sun, Jan 30 2011,0400,84,4.8,52,9.6,136,6.6
Sun, Jan 30 2011,0500,76,2.6,60,13.3,136,7.4
Sun, Jan 30 2011,0600,83,9.6,98,14.3,181,12.2
Sun, Jan 30 2011,0700,153,4.6,199,4.5,352,4.5
Sun, Jan 30 2011,0800,201,8.5,236,4.2,437,6.2
Sun, Jan 30 2011,0900,294,3.1,228,4.4,522,3.6
Sun, Jan 30 2011,1000,391,4.1,413,4.6,804,4.4
Sun, Jan 30 2011,1100,541,3.5,622,3.9,1163,3.7
Sun, Jan 30 2011,1200,720,2.6,946,1.5,1666,2
Sun, Jan 30 2011,1300,982,1.7,1250,1.8,2232,1.7
Sun, Jan 30 2011,1400,1104,1.5,1452,1,2556,1.2
Sun, Jan 30 2011,1500,1149,1.5,1437,0.8,2586,1.1
Sun, Jan 30 2011,1600,1217,1.2,1531,1.3,2748,1.2
Sun, Jan 30 2011,1700,1375,0.7,1547,1,2922,0.8
Sun, Jan 30 2011,1800,1358,1,1729,0.9,3087,0.9
Sun, Jan 30 2011,1900,1238,1.8,1840,1.1,3078,1.4
Sun, Jan 30 2011,2000,965,1.8,1650,1.3,2615,1.5
Sun, Jan 30 2011,2100,753,2,1307,1.4,2060,1.6
Sun, Jan 30 2011,2200,520,3.1,1049,1.9,1569,2.3
Sun, Jan 30 2011,2300,338,3.6,568,2.5,906,2.9
Sun, Jan 30 2011,2400,266,3.8,248,1.6,514,2.7
Mon, Jan 31 2011,0100,132,6.8,107,9.3,239,7.9
Mon, Jan 31 2011,0200,87,24.1,42,7.1,129,18.6
Mon, Jan 31 2011,0300,63,27,45,28.9,108,27.8
Mon, Jan 31 2011,0400,51,35.3,41,22,92,29.3
Mon, Jan 31 2011,0500,81,35.8,116,19.8,197,26.4
Mon, Jan 31 2011,0600,168,29.2,272,15.1,440,20.5
Mon, Jan 31 2011,0700,412,20.4,1123,5.7,1535,9.6
Mon, Jan 31 2011,0800,778,12.9,2484,3.3,3262,5.6
Mon, Jan 31 2011,0900,923,10.5,2288,3.2,3211,5.3
Mon, Jan 31 2011,1000,791,10.6,1547,5.4,2338,7.2
Mon, Jan 31 2011,1100,732,12.7,1069,9.6,1801,10.9
Mon, Jan 31 2011,1200,756,14.6,919,14.4,1675,14.4
Mon, Jan 31 2011,1300,856,10.7,992,12.5,1848,11.7
Mon, Jan 31 2011,1400,975,9.2,1004,12.7,1979,11
Mon, Jan 31 2011,1500,1031,10.7,917,11.1,1948,10.9
Mon, Jan 31 2011,1600,1233,7.2,928,9.5,2161,8.2
Mon, Jan 31 2011,1700,1934,4.7,1032,10.2,2966,6.6
Mon, Jan 31 2011,1800,2271,3.4,1023,6.7,3294,4.5
Mon, Jan 31 2011,1900,1694,3.4,968,6.8,2662,4.7
Mon, Jan 31 2011,2000,955,4,682,5.7,1637,4.7
Mon, Jan 31 2011,2100,739,5.5,531,8.7,1270,6.9
Mon, Jan 31 2011,2200,516,3.7,398,7.8,914,5.5
Mon, Jan 31 2011,2300,398,5.5,258,10.5,656,7.5
Mon, Jan 31 2011,2400,243,7,164,12.2,407,9.1
Tue, Feb 1 2011,0100,135,13.3,81,17.3,216,14.8
Tue, Feb 1 2011,0200,91,33,47,29.8,138,31.9
Tue, Feb 1 2011,0300,61,44.3,37,43.2,98,43.9
Tue, Feb 1 2011,0400,51,43.1,62,24.2,113,32.7
Tue, Feb 1 2011,0500,96,36.5,143,25.2,239,29.7
Tue, Feb 1 2011,0600,149,31.5,256,26.2,405,28.1
Tue, Feb 1 2011,0700,345,26.7,1088,6.5,1433,11.4
Tue, Feb 1 2011,0800,835,16.4,2338,3.6,3173,6.9
Tue, Feb 1 2011,0900,1006,12,2185,4.4,3191,6.8
Tue, Feb 1 2011,1000,786,14,1595,6.7,2381,9.1
Tue, Feb 1 2011,1100,698,12.8,1158,11,1856,11.6
Tue, Feb 1 2011,1200,796,13.4,957,13.8,1753,13.6
Tue, Feb 1 2011,1300,891,10,936,14.1,1827,12.1
Tue, Feb 1 2011,1400,967,10.8,981,12,1948,11.4
Tue, Feb 1 2011,1500,1071,9.9,915,14.4,1986,12
Tue, Feb 1 2011,1600,1357,8,988,13.1,2345,10.1
Tue, Feb 1 2011,1700,1872,4.4,1072,10.3,2944,6.5
Tue, Feb 1 2011,1800,2335,3.7,1137,9.5,3472,5.6
Tue, Feb 1 2011,1900,1876,3.9,1004,6.4,2880,4.8
Tue, Feb 1 2011,2000,1134,4.7,747,7.4,1881,5.7
Tue, Feb 1 2011,2100,793,4.4,468,9,1261,6.1
Tue, Feb 1 2011,2200,633,4.7,376,8.5,1009,6.1
Tue, Feb 1 2011,2300,459,7,275,11.3,734,8.6
Tue, Feb 1 2011,2400,296,8.8,195,18.5,491,12.6
Wed, Feb 2 2011,0100,161,18,84,27.4,245,21.2
Wed, Feb 2 2011,0200,107,41.1,55,14.5,162,32.1
Wed, Feb 2 2011,0300,63,42.9,46,52.2,109,46.8
Wed, Feb 2 2011,0400,63,46,58,31,121,38.8
Wed, Feb 2 2011,0500,107,38.3,120,35,227,36.6
Wed, Feb 2 2011,0600,156,43.6,296,21.6,452,29.2
Wed, Feb 2 2011,0700,396,28,1102,5.9,1498,11.7
Wed, Feb 2 2011,0800,855,17.1,2293,3.1,3148,6.9
Wed, Feb 2 2011,0900,1017,13.6,2130,4.3,3147,7.3
Wed, Feb 2 2011,1000,890,11.1,1520,7.1,2410,8.6
Wed, Feb 2 2011,1100,755,13.1,1078,12.2,1833,12.5
Wed, Feb 2 2011,1200,787,13.1,949,15.2,1736,14.2
Wed, Feb 2 2011,1300,912,12.3,998,13.5,1910,12.9
Wed, Feb 2 2011,1400,1037,10.9,1029,17.4,2066,14.1
Wed, Feb 2 2011,1500,1079,10.3,951,15.1,2030,12.6
Wed, Feb 2 2011,1600,1359,8.2,1007,15.6,2366,11.4
Wed, Feb 2 2011,1700,1900,5.3,1075,9.6,2975,6.8
Wed, Feb 2 2011,1800,2310,3.1,1157,8.7,3467,5
Wed, Feb 2 2011,1900,1913,3.9,1046,6.1,2959,4.7
Wed, Feb 2 2011,2000,1115,3.9,801,7,1916,5.2
Wed, Feb 2 2011,2100,808,4.6,505,8.1,1313,5.9
Wed, Feb 2 2011,2200,609,5.1,368,10.3,977,7.1
Wed, Feb 2 2011,2300,569,5.4,290,8.6,859,6.5
Wed, Feb 2 2011,2400,277,8.3,170,15.3,447,11
Thu, Feb 3 2011,0100,150,18,56,23.2,206,19.4
Thu, Feb 3 2011,0200,87,29.9,35,40,122,32.8
Thu, Feb 3 2011,0300,70,41.4,50,36,120,39.2
Thu, Feb 3 2011,0400,67,38.8,48,35.4,115,37.4
Thu, Feb 3 2011,0500,92,39.1,129,21.7,221,29
Thu, Feb 3 2011,0600,154,27.9,249,23.7,403,25.3
Thu, Feb 3 2011,0700,409,26.7,1050,6.4,1459,12.1
Thu, Feb 3 2011,0800,787,14,2328,4.2,3115,6.7
Thu, Feb 3 2011,0900,1064,13.2,2129,3.7,3193,6.8
Thu, Feb 3 2011,1000,834,12.6,1588,6.8,2422,8.8
Thu, Feb 3 2011,1100,711,14.6,1104,10.9,1815,12.3
